date,total_transaction_value,deposit_count
2021-11-01,1538.0,1
2021-11-02,10236.0,1
2021-11-03,11541.0,1
2021-11-04,4217.0,1
2021-11-05,703.0,1
2021-11-06,11277.0,2
2021-11-07,12611.0,1
2021-11-08,93734.0,3
2021-11-09,41770.0,2
2021-11-11,77329.0,3
2021-11-12,83696.0,2
2021-11-14,5507.0,1
2021-11-15,10491.0,1
2021-11-16,50773.0,3
2021-11-17,10482.0,1
2021-11-18,11335.0,1
2021-11-19,13105.0,2
2021-11-20,19445.0,1
2021-11-21,9595.0,0
2021-11-22,4356.0,0
2021-11-23,36218.0,1
2021-11-24,3784.0,1
2021-11-25,8094.0,0
2021-11-26,6535.0,2
2021-11-27,3269.0,0
2021-11-28,41877.0,2
2021-11-29,4673.0,0
2021-12-01,8115.0,1
2021-12-02,46512.0,2
2021-12-03,32582.0,1
2021-12-04,2205.0,1
2021-12-05,1492.0,1
2021-12-06,801.0,1
2021-12-07,10472.0,2
2021-12-08,47289.0,1
2021-12-10,303.0,0
2021-12-12,20602.0,3
2021-12-13,45074.0,1
2021-12-14,20982.0,3
2021-12-15,48322.0,1
2021-12-16,39801.0,2
2021-12-17,3106.0,0
2021-12-19,14015.0,2
2021-12-20,1219.0,0
2021-12-21,12893.0,1
2021-12-23,60201.0,2
2021-12-24,6340.0,1
2021-12-25,18502.0,2
2021-12-26,17132.0,2
2021-12-28,12528.0,1
2021-12-29,15086.0,2
2022-01-01,13041.0,1
2022-01-02,1328.0,0
2022-01-03,2012.0,0
2022-01-06,35744.0,1
2022-01-07,4192.0,1
2022-01-08,10193.0,1
2022-01-09,10226.0,0
2022-01-10,37446.0,2
2022-01-11,7106.0,2
2022-01-12,13224.0,1
2022-01-13,1682.0,0
2022-01-14,7554.0,1
2022-01-15,6365.0,1
2022-01-16,8479.0,1
2022-01-18,7449.0,1
2022-01-19,4361.0,1
2022-01-20,16739.0,1
2022-01-21,41502.0,2
2022-01-22,1826.0,0
2022-01-23,1544.0,0
2022-01-25,28877.0,4
2022-01-26,22375.0,3
2022-01-27,30953.0,2
2022-01-28,10437.0,1
2022-01-29,20062.0,3
2022-01-30,17813.0,1
2022-02-01,12483.0,1
2022-02-02,1569.0,0
2022-02-03,39734.0,2
2022-02-04,41667.0,1
2022-02-05,4138.0,1
2022-02-06,8798.0,1
2022-02-07,6908.0,2
2022-02-08,29938.0,4
2022-02-09,13486.0,1
2022-02-10,28236.0,1
2022-02-11,73564.0,3
2022-02-12,42719.0,1
2022-02-13,50269.0,1
2022-02-14,17298.0,2
2022-02-15,11038.0,1
2022-02-16,45347.0,1
2022-02-17,3979.0,0
2022-02-18,45567.0,5
2022-02-19,25517.0,2
2022-02-20,6926.0,1
2022-02-22,59049.0,5
2022-02-23,4694.0,0
2022-02-24,7898.0,1
2022-02-25,6875.0,0
2022-02-27,5852.0,1
2022-02-28,16392.0,3
2022-03-01,1038.0,0
2022-03-02,30740.0,1
2022-03-03,9178.0,1
2022-03-05,4516.0,0
2022-03-06,1070.0,0
2022-03-07,413.0,0
2022-03-08,1532.0,2
2022-03-09,1068.0,0
2022-03-10,2596.0,0
2022-03-11,8810.0,1
2022-03-12,22166.0,2
2022-03-13,5691.0,1
2022-03-14,67111.0,4
2022-03-15,56383.0,3
2022-03-16,6652.0,1
2022-03-17,11940.0,1
2022-03-18,13713.0,0
2022-03-19,28811.0,3
2022-03-20,76939.0,3
2022-03-21,56357.0,2
2022-03-23,4028.0,1
2022-03-24,9870.0,1
2022-03-25,16936.0,2
2022-03-26,6017.0,2
2022-03-27,6215.0,0
2022-03-28,11289.0,1
2022-03-30,41897.0,2
2022-03-31,43169.0,2
2022-04-01,4183.0,1
2022-04-02,8723.0,1
2022-04-03,40898.0,1
2022-04-04,7938.0,1
2022-04-05,10472.0,1
2022-04-06,7457.0,1
2022-04-07,3557.0,0
2022-04-09,3865.0,0
2022-04-10,32081.0,2
2022-04-11,58026.0,1
2022-04-12,46283.0,1
2022-04-13,4835.0,0
2022-04-14,242.0,1
2022-04-17,7180.0,0
2022-04-18,24755.0,1
2022-04-19,65682.0,3
2022-04-20,24759.0,2
2022-04-22,38105.0,1
2022-04-23,39318.0,1
2022-04-24,12894.0,2
2022-04-25,96525.0,2
2022-04-26,42931.0,2
2022-04-27,16958.0,1
2022-04-28,9539.0,1
2022-04-29,198.0,0
2022-05-01,45246.0,2
2022-05-02,6557.0,1
2022-05-03,28818.0,3
2022-05-04,18490.0,1
2022-05-05,28666.0,3
2022-05-06,8220.0,2
2022-05-07,4847.0,1
2022-05-09,9436.0,1
2022-05-10,1897.0,0
2022-05-12,4091.0,1
2022-05-13,8346.0,1
2022-05-14,2732.0,0
2022-05-15,18844.0,2
2022-05-16,680.0,0
2022-05-17,18420.0,1
2022-05-18,56546.0,7
2022-05-19,5784.0,1
2022-05-20,3063.0,0
2022-05-21,5889.0,0
2022-05-22,49411.0,1
2022-05-23,6962.0,1
2022-05-24,310.0,0
2022-05-25,1241.0,0
2022-05-26,18227.0,2
2022-05-27,7999.0,1
2022-05-28,56322.0,4
2022-05-29,7620.0,2
2022-05-30,3885.0,0
2022-05-31,8332.0,1
2022-06-01,2913.0,0
2022-06-02,604.0,0
2022-06-03,36139.0,3
2022-06-04,26132.0,1
2022-06-05,16486.0,2
2022-06-07,14523.0,1
2022-06-08,15618.0,2
2022-06-09,4264.0,2
2022-06-10,2450.0,0
2022-06-11,12779.0,2
2022-06-12,25723.0,2
2022-06-13,14390.0,3
2022-06-14,1677.0,0
2022-06-15,39701.4,2
2022-06-16,23919.0,2
2022-06-17,3373.0,1
2022-06-18,51534.0,1
2022-06-19,4830.0,1
2022-06-20,17987.0,2
2022-06-21,12125.0,2
2022-06-22,56289.0,3
2022-06-23,13591.2,2
2022-06-24,2498.0,0
2022-06-26,3630.0,0
2022-06-28,62011.0,4
2022-06-29,3957.0,0
2022-06-30,55907.0,1
2022-07-01,8298.0,1
2022-07-02,1081.0,0
2022-07-03,95342.0,4
2022-07-04,7155.0,1
2022-07-05,7174.0,0
2022-07-06,13778.0,2
2022-07-07,12658.0,1
2022-07-08,3125.0,0
2022-07-09,7912.0,1
2022-07-10,50012.0,1
2022-07-11,3932.0,0
2022-07-12,61960.0,2
2022-07-13,9406.0,1
2022-07-14,894.0,0
2022-07-15,2444.0,0
2022-07-16,29891.0,1
2022-07-17,14011.0,1
2022-07-18,1167.0,1
2022-07-19,6449.0,2
2022-07-20,10223.0,2
2022-07-21,8278.0,1
2022-07-22,92011.0,5
2022-07-23,2501.0,1
2022-07-24,7196.24,1
2022-07-25,25288.0,1
2022-07-26,2916.0,0
2022-07-27,791.0,0
2022-07-28,4210.0,1
2022-07-29,27905.0,3
2022-07-30,9860.0,1
2022-07-31,13717.0,1
2022-08-01,20437.0,2
2022-08-02,30603.0,2
2022-08-03,14676.0,3
2022-08-04,401.0,0
2022-08-05,8104.0,2
2022-08-06,8723.0,1
2022-08-07,13424.0,1
2022-08-08,22055.0,3
2022-08-09,7368.0,0
2022-08-10,14198.0,1
2022-08-11,11393.0,1
2022-08-12,36050.0,5
2022-08-13,1964.0,0
2022-08-14,8743.0,1
2022-08-15,13050.0,2
2022-08-16,72646.0,4
2022-08-17,21683.0,3
2022-08-19,77669.0,3
2022-08-20,31018.0,2
2022-08-21,43993.0,2
2022-08-22,12851.0,2
2022-08-23,34240.0,2
2022-08-24,46518.0,2
2022-08-25,8611.0,0
2022-08-26,12668.0,2
2022-08-27,22597.0,3
2022-08-28,2759.0,0
2022-08-29,5314.0,1
2022-08-30,10157.0,0
2022-09-01,39109.0,1
2022-09-02,7305.0,1
2022-09-03,8405.0,1
2022-09-04,6917.0,0
2022-09-05,47478.0,2
2022-09-06,17509.0,2
2022-09-07,24571.0,2
2022-09-08,51325.0,2
2022-09-09,2005.0,0
2022-09-10,5156.0,1
2022-09-11,70323.0,3
2022-09-12,11531.0,1
2022-09-13,18698.0,1
2022-09-14,30188.0,1
2022-09-15,31733.0,3
2022-09-16,40075.0,2
2022-09-17,11661.0,1
2022-09-18,17287.0,3
2022-09-19,7400.0,1
2022-09-20,18265.0,3
2022-09-21,32039.0,1
2022-09-23,5173.0,0
2022-09-24,46349.0,2
2022-09-25,13499.0,2
2022-09-26,783.0,0
2022-09-27,60949.0,3
2022-09-28,3501.0,0
2022-09-30,7004.0,2
2022-10-01,49224.0,4
2022-10-02,3858.0,0
2022-10-03,7062.0,1
2022-10-04,47745.0,5
2022-10-05,21254.0,3
2022-10-06,51201.0,2
2022-10-07,1482.0,0
2022-10-08,10781.0,2
2022-10-09,14794.0,1
2022-10-10,9034.0,2
2022-10-11,5855.0,1
2022-10-12,42947.0,2
2022-10-13,46149.0,3
2022-10-14,43040.0,4
2022-10-15,10354.0,2
2022-10-16,52904.0,3
2022-10-17,8459.0,1
2022-10-18,8061.0,2
2022-10-20,1938.0,1
2022-10-21,8764.0,1
2022-10-22,3614.0,1
2022-10-23,14816.0,2
2022-10-24,52811.0,5
2022-10-25,28175.0,4
2022-10-26,17817.0,2
2022-10-27,717.0,0
2022-10-28,2501.0,0
2022-10-29,14307.0,2
2022-10-31,3880.0,0
2022-11-01,17429.0,1
2022-11-02,48015.0,1
2022-11-03,14220.0,2
2022-11-04,56300.0,2
2022-11-05,6069.0,1
2022-11-06,20327.0,5
2022-11-07,8148.0,1
2022-11-08,25374.0,2
2022-11-09,4789.0,0
2022-11-10,58542.0,2
2022-11-11,12953.0,1
2022-11-12,10273.0,1
2022-11-13,31811.0,3
2022-11-14,45423.0,2
2022-11-15,26915.0,3
2022-11-16,6094.0,1
2022-11-17,1895.0,1
2022-11-19,8575.0,2
2022-11-20,8981.6,1
2022-11-21,27744.0,1
2022-11-22,1744.0,1
2022-11-23,50524.0,3
2022-11-24,10257.0,1
2022-11-25,5638.0,2
2022-11-26,36837.0,3
2022-11-27,25399.0,3
2022-11-28,12805.0,1
2022-11-29,4424.0,1
2022-11-30,5592.0,1
2022-12-01,12849.0,1
2022-12-02,797.0,1
2022-12-03,9892.0,1
2022-12-04,50377.0,3
2022-12-06,4669.0,0
2022-12-07,17110.0,3
2022-12-08,1168.0,0
2022-12-09,2044.0,0
2022-12-10,51697.0,3
2022-12-11,42143.0,3
2022-12-13,67119.0,2
2022-12-14,58946.0,2
2022-12-15,128.0,0
2022-12-16,3936.0,0
2022-12-17,2389.0,0
2022-12-18,43425.0,1
2022-12-19,43535.0,1
2022-12-20,25535.0,3
2022-12-21,22886.0,3
2022-12-22,63271.0,3
2022-12-23,36764.0,1
2022-12-24,11019.0,4
2022-12-25,16010.0,2
2022-12-26,2456.0,0
2022-12-27,54372.0,3
2022-12-28,17217.04,2
2022-12-29,12790.0,1
2022-12-31,55467.0,4
2023-01-01,6850.0,1
2023-01-02,38224.0,1
2023-01-03,15851.0,3
2023-01-05,46356.0,1
2023-01-06,8195.0,1
2023-01-07,13289.0,2
2023-01-08,2840.0,1
2023-01-09,7858.0,1
2023-01-10,1400.0,0
2023-01-11,12032.0,1
2023-01-12,3046.0,0
2023-01-13,31657.0,1
2023-01-14,6911.0,1
2023-01-15,4608.0,0
2023-01-16,568.0,0
2023-01-17,52367.0,5
2023-01-18,31922.0,3
2023-01-19,5328.0,1
2023-01-20,45327.0,3
2023-01-21,63969.0,3
2023-01-23,10187.0,3
2023-01-24,55351.0,2
2023-01-25,2153.0,0
2023-01-26,12447.0,3
2023-01-27,1304.0,0
2023-01-28,13608.0,1
2023-01-29,4480.0,1
2023-01-30,27510.0,2
2023-01-31,13602.0,2
2023-02-01,32842.0,3
2023-02-02,27444.0,2
2023-02-03,26438.0,2
2023-02-04,6719.0,0
2023-02-05,15557.6,1
2023-02-06,4054.0,1
2023-02-07,32591.0,1
2023-02-08,54833.0,3
2023-02-09,46542.0,5
2023-02-11,16304.0,1
2023-02-12,8659.0,1
2023-02-13,8017.0,0
2023-02-14,26210.0,4
2023-02-15,17358.0,3
2023-02-16,22746.0,1
2023-02-17,66633.0,4
2023-02-18,52058.0,3
2023-02-19,2451.0,0
2023-02-20,5791.4,1
2023-02-21,20424.0,1
2023-02-22,7120.0,1
2023-02-23,38541.0,3
2023-02-24,11917.0,3
2023-02-25,6355.0,0
2023-02-26,78108.0,3
2023-02-27,3389.0,0
2023-02-28,10494.0,1
2023-03-01,9367.0,1
2023-03-04,17442.0,3
2023-03-05,2124.0,0
2023-03-06,23036.0,3
2023-03-07,32374.0,2
2023-03-08,73175.0,3
2023-03-09,14003.0,1
2023-03-10,39393.0,3
2023-03-11,41859.0,2
2023-03-12,1377.0,1
2023-03-13,8786.0,1
2023-03-14,7959.0,0
2023-03-15,56767.0,3
2023-03-16,22692.0,1
2023-03-17,28469.0,3
2023-03-18,4675.0,1
2023-03-19,15157.0,1
2023-03-21,64150.0,2
2023-03-22,13778.0,0
2023-03-23,20849.0,5
2023-03-24,41216.0,3
2023-03-25,13985.0,3
2023-03-27,13684.0,0
2023-03-28,8327.0,2
2023-03-29,5690.0,1
2023-03-30,21726.0,3
2023-03-31,57163.0,2
2023-04-01,37533.0,2
2023-04-02,18800.0,3
2023-04-03,14746.0,1
2023-04-04,10316.0,1
2023-04-05,15996.0,1
2023-04-06,17209.0,2
2023-04-07,72192.0,3
2023-04-08,7890.0,1
2023-04-09,18287.0,1
2023-04-10,25822.0,1
2023-04-11,15407.0,2
2023-04-12,20892.0,2
2023-04-13,37008.0,3
2023-04-14,2763.0,1
2023-04-15,324.0,0
2023-04-16,119408.0,6
2023-04-17,23722.0,1
2023-04-18,4641.0,0
2023-04-19,4746.0,1
2023-04-20,10544.0,2
2023-04-21,7983.864,3
2023-04-22,4435.0,0
2023-04-23,1467.0,1
2023-04-24,28485.0,4
2023-04-25,2800.0,1
2023-04-26,24653.0,2
2023-04-27,34710.0,6
2023-04-28,14346.0,1
2023-04-29,47828.0,2
2023-04-30,14334.0,2
2023-05-01,9955.0,2
2023-05-02,11715.0,1
2023-05-03,28676.0,1
2023-05-04,1523.0,0
2023-05-05,6220.0,1
2023-05-06,6378.0,1
2023-05-07,62947.0,4
2023-05-08,19152.0,2
2023-05-09,17049.0,1
2023-05-10,10343.0,1
2023-05-11,17561.0,2
2023-05-12,6524.0,2
2023-05-13,29421.0,2
2023-05-14,32440.0,2
2023-05-16,5655.0,1
2023-05-17,38177.0,1
2023-05-18,3001.0,0
2023-05-19,19972.0,1
2023-05-20,11711.0,2
2023-05-21,36616.0,1
2023-05-22,36082.0,5
2023-05-23,12512.0,2
2023-05-24,6606.0,2
2023-05-25,3629.0,0
2023-05-26,53187.0,2
2023-05-27,18713.0,3
2023-05-29,12752.0,1
2023-05-30,15845.0,2
2023-05-31,15873.0,3
2023-06-01,17358.0,2
2023-06-02,9477.0,2
2023-06-03,12318.0,2
2023-06-04,9995.0,1
2023-06-05,13869.0,2
2023-06-06,27287.0,2
2023-06-07,77139.0,5
2023-06-08,16177.0,2
2023-06-10,56478.0,3
2023-06-11,39933.0,1
