transaction_id,client_id,symbol,transaction_date,type,quantity,price,amount
T100113,C10551,MSFT,2020-03-14,Sell,149,291.19,43387.19
T100114,C10944,NVDA,2021-04-21,Buy,46,403.34,18553.73
T100115,C10827,JPM,2024-10-08,Sell,91,155.46,14146.75
T100116,C10278,TSLA,2024-11-12,Sell,154,162.22,24982.13
T100117,C10783,NVDA,2021-05-22,Sell,132,402.82,53172.5
T100118,C10262,NVDA,2024-01-11,Sell,117,457.22,53494.35
T100119,C10014,AAPL,2020-04-15,Buy,75,145.07,10879.92
T100120,C10666,GOOGL,2022-03-01,Buy,13,125.56,1632.25
T100121,C10775,V,2020-12-23,Sell,141,231.29,32611.52
T100122,C10957,BRK.B,2024-04-01,Sell,193,252.38,48708.91
T100123,C10456,JPM,2020-06-08,Sell,149,136.06,20272.55
T100124,C10238,MSFT,2021-07-22,Sell,132,319.69,42198.6
T100125,C10137,NVDA,2023-03-25,Buy,94,419.29,39413.6
T100126,C10530,NVDA,2024-11-09,Buy,172,407.11,70022.54
T100127,C10360,JNJ,2024-04-28,Sell,190,144.91,27533.65
T100128,C10057,GOOGL,2022-10-24,Buy,10,108.09,1080.87
T100129,C10844,GOOGL,2023-01-08,Sell,88,150.59,13252.12
T100130,C10297,AAPL,2024-10-26,Buy,69,148.29,10232.28
T100131,C10795,JPM,2024-02-26,Buy,166,112.24,18632.21
T100132,C10215,AMZN,2021-07-21,Sell,157,142.78,22416.97
T100133,C10690,MSFT,2024-09-17,Sell,178,316.6,56353.94
T100134,C10422,AMZN,2021-05-05,Sell,163,143.72,23426.29
T100135,C10433,MSFT,2020-06-28,Sell,135,261.41,35290.21
T100136,C10906,TSLA,2021-11-15,Buy,12,186.12,2233.46
T100137,C10709,GOOGL,2025-11-02,Sell,150,142.01,21300.89
T100138,C10921,V,2024-11-06,Buy,83,244.42,20287.21
T100139,C10533,V,2024-02-07,Buy,199,242.75,48307.92
T100140,C10482,V,2024-01-03,Sell,167,215.9,36054.48
T100141,C10281,V,2025-07-16,Buy,111,183.29,20344.68
T100142,C10746,AMZN,2022-05-14,Buy,19,125.91,2392.3
T100143,C10881,BRK.B,2024-10-20,Sell,32,272.52,8720.76
T100144,C10435,JNJ,2020-12-31,Buy,187,175.0,32724.52
T100145,C10864,TSLA,2023-09-30,Buy,197,177.94,35053.78
T100146,C10947,JPM,2025-12-22,Buy,91,129.19,11756.22
T100147,C10483,V,2021-04-19,Sell,160,259.91,41585.26
T100148,C10006,NVDA,2023-03-18,Sell,60,460.08,27604.98
T100149,C10920,GOOGL,2024-05-06,Buy,118,158.3,18679.51
T100150,C10009,AAPL,2025-03-16,Buy,62,173.86,10779.06
T100151,C10209,BRK.B,2024-05-03,Sell,200,350.69,70137.14
T100152,C10388,AMZN,2020-07-05,Buy,124,107.86,13375.0
T100153,C10980,V,2025-03-18,Sell,104,261.83,27230.34
T100154,C10479,V,2021-03-30,Buy,149,203.88,30378.09
T100155,C10909,AMZN,2024-03-13,Sell,84,123.79,10398.72
T100156,C10244,GOOGL,2020-04-26,Sell,27,150.77,4070.76
T100157,C10099,TSLA,2023-05-20,Sell,191,218.61,41754.0
T100158,C10912,JNJ,2025-04-30,Buy,190,160.64,30521.2
T100159,C10033,BRK.B,2023-03-20,Buy,159,300.55,47788.13
T100160,C10397,NVDA,2023-06-22,Buy,128,329.25,42144.48
T100161,C10982,AAPL,2022-11-17,Buy,97,154.51,14987.21
T100162,C10716,GOOGL,2025-11-13,Sell,31,151.35,4691.87
T100163,C10124,AAPL,2023-12-19,Buy,41,163.29,6694.69
T100164,C10832,JPM,2025-12-29,Sell,122,167.02,20376.64
T100165,C10054,MSFT,2022-01-01,Buy,151,301.99,45599.87
T100166,C10183,JNJ,2020-04-28,Sell,182,160.27,29168.6
T100167,C10732,NVDA,2025-08-22,Buy,151,474.84,71701.17
T100168,C10265,TSLA,2023-02-19,Sell,98,183.5,17983.4
T100169,C10860,JPM,2021-07-22,Buy,181,166.71,30175.36
T100170,C10304,JPM,2024-10-05,Buy,150,115.3,17294.79
T100171,C10911,BRK.B,2024-07-08,Buy,189,305.6,57758.8
T100172,C10345,BRK.B,2022-07-05,Buy,81,306.61,24835.27
T100173,C10213,GOOGL,2024-02-13,Buy,78,146.09,11394.84
T100174,C10848,GOOGL,2021-02-01,Sell,62,132.38,8207.48
T100175,C10342,V,2021-03-16,Sell,59,259.51,15310.9
T100176,C10555,JPM,2022-12-03,Buy,35,114.18,3996.13
T100177,C10027,AAPL,2024-05-22,Sell,89,137.89,12272.1
T100178,C10346,MSFT,2024-03-26,Buy,76,270.8,20581.1
T100179,C10126,AMZN,2024-01-01,Sell,189,96.4,18219.66
T100180,C10410,GOOGL,2024-04-27,Buy,118,156.49,18465.65
T100181,C10391,BRK.B,2023-10-01,Buy,169,301.16,50895.29
T100182,C10535,MSFT,2022-08-16,Buy,136,273.05,37135.27
T100183,C10453,JPM,2021-03-02,Sell,127,163.14,20719.18
T100184,C10767,BRK.B,2024-08-16,Buy,47,359.93,16916.67
T100185,C10960,AMZN,2022-09-22,Sell,27,140.7,3798.84
T100186,C10311,NVDA,2024-06-05,Sell,35,453.09,15858.11
T100187,C10159,JNJ,2021-02-08,Sell,140,152.39,21335.08
T100188,C10581,MSFT,2022-04-15,Sell,22,261.36,5749.84
T100189,C10220,TSLA,2020-04-13,Sell,27,230.85,6232.82
T100190,C10270,V,2020-10-24,Buy,62,182.82,11334.54
T100191,C10438,NVDA,2022-02-15,Buy,194,397.28,77071.66
T100192,C10550,AAPL,2020-10-16,Buy,7,156.07,1092.46
T100193,C10700,NVDA,2020-05-04,Buy,192,373.86,71780.3
T100194,C10544,JPM,2025-07-28,Buy,47,118.22,5556.43
T100195,C10780,GOOGL,2023-02-03,Sell,182,154.62,28140.19
T100196,C10009,AMZN,2023-06-03,Buy,29,108.42,3144.04
T100197,C10791,GOOGL,2021-07-06,Buy,19,149.97,2849.46
T100198,C10119,JNJ,2023-08-09,Buy,173,166.84,28862.78
T100199,C10069,AAPL,2024-09-23,Sell,102,122.74,12519.75
T100200,C10963,AAPL,2020-11-11,Sell,15,128.96,1934.35
T100201,C10321,NVDA,2022-03-25,Buy,61,452.03,27573.6
T100202,C10004,TSLA,2023-12-26,Buy,172,165.57,28478.83
T100203,C10300,BRK.B,2021-11-26,Sell,145,346.72,50274.16
T100204,C10587,BRK.B,2020-10-05,Buy,70,352.81,24696.78
T100205,C10172,MSFT,2022-06-07,Sell,107,325.98,34879.51
T100206,C10432,AMZN,2025-08-28,Buy,115,127.31,14640.45
T100207,C10319,AAPL,2023-07-23,Buy,67,175.62,11766.64
T100208,C10445,V,2021-11-21,Buy,14,200.12,2801.64
T100209,C10102,JNJ,2024-03-23,Buy,54,139.79,7548.52
T100210,C10060,V,2020-01-06,Buy,151,254.73,38463.63
T100211,C10587,NVDA,2025-06-03,Buy,83,429.38,35638.27
T100212,C10469,NVDA,2020-10-06,Sell,27,387.26,10455.93
T100213,C10913,V,2020-01-20,Buy,197,255.69,50370.1
T100214,C10316,JNJ,2020-07-14,Sell,136,154.53,21016.73
T100215,C10948,BRK.B,2022-08-31,Buy,188,316.97,59591.01
T100216,C10183,NVDA,2022-04-27,Buy,143,467.83,66899.48
T100217,C10851,V,2025-08-20,Sell,106,195.27,20698.79
T100218,C10619,JPM,2020-11-20,Buy,36,142.64,5135.18
T100219,C10356,MSFT,2020-03-13,Sell,142,303.17,43050.34
T100220,C10782,V,2025-01-27,Buy,35,216.45,7575.62
T100221,C10869,JPM,2020-06-16,Sell,124,157.83,19571.23
T100222,C10723,JNJ,2023-07-10,Buy,69,166.63,11497.5
T100223,C10713,BRK.B,2022-05-01,Sell,22,292.4,6432.83
T100224,C10512,JNJ,2021-06-27,Buy,39,152.52,5948.24
T100225,C10584,BRK.B,2021-08-09,Buy,120,258.64,31036.6
T100226,C10777,TSLA,2022-07-09,Sell,12,226.96,2723.53
T100227,C10443,AMZN,2021-06-30,Buy,90,137.21,12349.3
T100228,C10949,JPM,2021-07-02,Buy,122,155.0,18910.57
T100229,C10349,V,2023-10-03,Sell,24,205.04,4920.91
T100230,C10504,JPM,2024-12-10,Sell,17,119.62,2033.62
T100231,C10855,GOOGL,2022-01-16,Sell,56,145.77,8163.3
T100232,C10059,GOOGL,2022-02-06,Sell,193,145.8,28139.67
T100233,C10418,GOOGL,2020-10-05,Buy,106,149.0,15794.47
T100234,C10239,GOOGL,2022-08-12,Buy,29,137.63,3991.14
T100235,C10266,JPM,2025-10-31,Sell,190,167.09,31746.78
T100236,C10962,BRK.B,2023-11-07,Sell,99,283.46,28062.64
T100237,C10108,NVDA,2024-09-16,Buy,27,402.31,10862.34
T100238,C10535,BRK.B,2025-02-11,Sell,79,345.8,27318.14
T100239,C10139,MSFT,2024-12-02,Sell,24,249.95,5998.79
T100240,C10476,JPM,2021-03-01,Sell,140,154.11,21575.92
T100241,C10578,JPM,2021-02-05,Buy,124,122.99,15250.99
T100242,C10390,AMZN,2021-06-28,Buy,64,108.74,6959.12
T100243,C10194,BRK.B,2020-01-15,Sell,154,347.5,53514.68
T100244,C10977,AAPL,2022-03-18,Sell,128,176.55,22598.1
T100245,C10591,NVDA,2025-08-24,Sell,27,424.23,11454.15
T100246,C10647,AMZN,2024-08-31,Buy,137,132.89,18206.3
T100247,C10371,BRK.B,2020-01-26,Sell,198,302.97,59988.79
T100248,C10232,AAPL,2020-06-30,Sell,94,163.47,15366.21
T100249,C10169,JPM,2020-12-18,Sell,158,144.4,22815.42
T100250,C10117,V,2024-10-21,Buy,143,204.18,29197.24
T100251,C10486,MSFT,2021-07-31,Sell,55,225.89,12424.01
T100252,C10173,AAPL,2024-04-03,Sell,29,173.48,5030.86
T100253,C10577,JNJ,2025-03-26,Buy,199,156.36,31116.29
T100254,C10120,AMZN,2025-11-07,Buy,100,99.36,9936.34
T100255,C10502,MSFT,2020-08-11,Sell,63,272.32,17156.02
T100256,C10670,NVDA,2020-12-22,Sell,45,455.77,20509.69
T100257,C10187,BRK.B,2023-01-28,Sell,196,275.34,53966.81
T100258,C10106,MSFT,2023-07-13,Sell,77,317.47,24445.18
T100259,C10195,BRK.B,2025-11-30,Buy,192,274.5,52703.97
T100260,C10377,JPM,2024-09-02,Sell,58,131.31,7615.84
T100261,C10510,BRK.B,2023-01-07,Sell,124,256.65,31824.75
T100262,C10254,AAPL,2022-03-02,Sell,194,129.36,25096.53
T100263,C10135,MSFT,2023-04-26,Buy,30,291.94,8758.22
T100264,C10159,NVDA,2020-01-22,Buy,98,344.73,33783.74
T100265,C10379,TSLA,2024-05-31,Buy,69,238.5,16456.7
T100266,C10289,BRK.B,2021-07-21,Sell,126,345.3,43507.26
T100267,C10206,AAPL,2024-08-02,Sell,54,144.78,7818.12
T100268,C10334,V,2021-11-20,Buy,165,257.02,42409.07
T100269,C10284,AAPL,2020-05-09,Buy,62,124.69,7730.98
T100270,C10652,V,2021-01-05,Buy,84,248.46,20870.22
T100271,C10082,TSLA,2021-07-29,Sell,109,196.55,21424.49
T100272,C10769,NVDA,2021-12-06,Buy,191,339.23,64793.74
T100273,C10136,AMZN,2024-05-17,Sell,138,98.03,13528.53
T100274,C10333,JNJ,2024-06-24,Buy,87,156.58,13622.78
T100275,C10823,TSLA,2022-07-30,Buy,39,227.04,8854.39
T100276,C10625,GOOGL,2021-11-09,Sell,19,151.57,2879.77
T100277,C10317,AAPL,2023-07-03,Buy,15,120.55,1808.22
T100278,C10719,V,2023-12-11,Sell,113,244.21,27596.29
T100279,C10142,BRK.B,2022-03-09,Buy,136,243.48,33113.43
T100280,C10135,AAPL,2021-05-30,Sell,171,141.32,24166.51
T100281,C10228,JPM,2021-09-16,Sell,46,146.07,6719.13
T100282,C10835,JNJ,2022-03-15,Sell,111,191.7,21278.41
T100283,C10093,AMZN,2024-05-28,Sell,110,122.95,13523.97
T100284,C10506,AMZN,2022-10-19,Buy,6,143.34,860.05
T100285,C10884,GOOGL,2025-04-12,Sell,178,153.0,27233.53
T100286,C10073,NVDA,2020-04-25,Sell,97,363.61,35270.25
T100287,C10218,NVDA,2024-07-06,Buy,85,460.5,39142.27
T100288,C10769,AMZN,2021-12-20,Buy,153,103.26,15798.3
T100289,C10096,JPM,2022-04-17,Sell,14,124.25,1739.54
T100290,C10644,GOOGL,2021-11-03,Sell,195,116.15,22648.34
T100291,C10753,JNJ,2022-05-08,Buy,74,139.31,10308.7
T100292,C10472,JPM,2025-12-02,Sell,4,123.77,495.08
T100293,C10826,MSFT,2022-02-08,Buy,153,280.48,42912.82
T100294,C10020,JPM,2025-09-17,Sell,67,144.37,9672.53
T100295,C10832,V,2020-07-09,Sell,70,180.48,12633.63
T100296,C10432,JNJ,2021-02-08,Sell,81,156.94,12712.01
T100297,C10882,AAPL,2022-10-28,Sell,27,173.48,4683.92
T100298,C10495,JPM,2020-06-13,Sell,52,155.08,8064.32
T100299,C10571,JPM,2025-05-28,Buy,53,167.31,8867.49
T100300,C10285,AMZN,2025-05-14,Buy,22,100.89,2219.5
T100301,C10501,AAPL,2022-07-12,Buy,57,145.16,8273.97
T100302,C10017,AMZN,2022-08-14,Sell,7,140.07,980.52
T100303,C10730,AAPL,2025-06-06,Sell,170,130.23,22139.66
T100304,C10977,TSLA,2021-07-19,Sell,71,160.45,11392.29
T100305,C10914,NVDA,2023-09-15,Buy,174,327.34,56957.81
T100306,C10710,AAPL,2025-02-15,Buy,59,124.18,7326.33
T100307,C10123,JPM,2025-09-12,Buy,198,148.64,29430.08
T100308,C10195,JNJ,2023-09-19,Buy,140,186.54,26116.05
T100309,C10194,AMZN,2023-01-06,Buy,195,143.75,28031.97
T100310,C10523,JPM,2024-04-05,Buy,6,120.55,723.28
T100311,C10811,NVDA,2021-09-30,Sell,63,446.23,28112.63
T100312,C10608,JPM,2021-11-25,Buy,15,122.32,1834.74
T100313,C10522,JNJ,2020-03-20,Buy,102,161.81,16504.78
T100314,C10139,BRK.B,2020-07-22,Buy,108,292.18,31555.72
T100315,C10784,JNJ,2024-08-09,Sell,133,158.19,21038.83
T100316,C10927,NVDA,2021-07-10,Sell,32,418.04,13377.4
T100317,C10454,JNJ,2024-04-27,Buy,179,161.02,28823.28
T100318,C10003,AAPL,2023-08-15,Sell,47,177.75,8354.09
T100319,C10478,TSLA,2023-05-05,Sell,92,166.7,15336.71
T100320,C10892,JNJ,2025-01-30,Sell,63,187.94,11840.06
T100321,C10973,V,2020-08-25,Sell,116,254.92,29570.33
T100322,C10013,AAPL,2023-01-29,Buy,154,141.58,21802.78
T100323,C10036,AMZN,2023-05-06,Sell,122,114.37,13953.49
T100324,C10377,MSFT,2021-01-01,Sell,55,234.12,12876.56
T100325,C10668,GOOGL,2024-05-16,Buy,70,153.29,10730.41
T100326,C10784,NVDA,2020-04-15,Sell,112,444.32,49763.66
T100327,C10364,V,2020-02-01,Sell,177,243.67,43129.29
T100328,C10990,AAPL,2024-05-29,Buy,131,141.99,18601.17
T100329,C10468,AMZN,2023-03-15,Sell,82,123.73,10145.48
T100330,C10080,JPM,2023-11-24,Sell,178,159.07,28314.97
T100331,C10871,AAPL,2023-06-29,Sell,75,151.67,11375.6
T100332,C10033,JNJ,2024-02-02,Buy,132,181.97,24020.1
T100333,C10048,AMZN,2023-10-22,Buy,109,116.61,12710.95
T100334,C10519,AMZN,2023-03-04,Sell,146,103.01,15040.06
T100335,C10253,AMZN,2020-11-21,Buy,92,138.99,12787.25
T100336,C10891,AAPL,2024-09-03,Sell,34,171.8,5841.12
T100337,C10690,GOOGL,2023-01-17,Sell,87,157.62,13712.58
T100338,C10578,AMZN,2024-10-05,Sell,110,108.34,11917.52
T100339,C10263,V,2021-04-23,Buy,63,178.27,11231.24
T100340,C10728,JNJ,2025-06-20,Buy,17,185.57,3154.64
T100341,C10575,MSFT,2022-06-28,Sell,196,263.59,51663.51
T100342,C10264,JPM,2023-07-09,Buy,9,128.08,1152.76
T100343,C10089,NVDA,2021-01-05,Buy,8,393.63,3149.06
T100344,C10428,JPM,2020-04-07,Buy,6,136.96,821.75
T100345,C10763,V,2024-05-05,Buy,115,233.3,26829.06
T100346,C10864,AMZN,2022-05-02,Buy,62,111.91,6938.57
T100347,C10300,V,2022-07-28,Buy,140,193.25,27055.65
T100348,C10818,JNJ,2020-04-01,Sell,179,142.24,25461.09
T100349,C10235,JPM,2024-07-08,Sell,72,117.25,8441.91
T100350,C10448,AAPL,2022-01-09,Buy,23,124.64,2866.72
T100351,C10586,JPM,2022-05-25,Buy,7,142.61,998.25
T100352,C10775,NVDA,2021-07-18,Sell,153,473.36,72424.52
T100353,C10388,AMZN,2022-07-16,Buy,30,122.72,3681.72
T100354,C10850,JNJ,2025-01-07,Sell,11,168.57,1854.27
T100355,C10568,GOOGL,2023-01-07,Buy,154,152.74,23521.91
T100356,C10228,MSFT,2020-02-11,Sell,2,284.1,568.2
T100357,C10012,BRK.B,2023-06-05,Buy,155,264.53,41001.61
T100358,C10228,BRK.B,2022-01-25,Sell,119,288.91,34379.89
T100359,C10032,V,2024-02-12,Sell,134,249.13,33383.44
T100360,C10198,GOOGL,2020-02-12,Buy,10,115.66,1156.63
T100361,C10251,GOOGL,2024-10-04,Sell,34,136.3,4634.37
T100362,C10336,AAPL,2024-12-08,Buy,56,170.04,9522.45
T100363,C10793,NVDA,2022-10-08,Sell,57,365.72,20846.16
T100364,C10866,AMZN,2025-01-30,Buy,118,143.81,16969.09
T100365,C10986,GOOGL,2024-10-11,Buy,119,120.22,14305.61
T100366,C10266,BRK.B,2020-07-15,Buy,46,348.12,16013.51
T100367,C10897,V,2025-01-14,Buy,122,262.44,32018.06
T100368,C10070,MSFT,2022-06-17,Buy,152,325.94,49543.3
T100369,C10138,AAPL,2020-06-29,Buy,100,158.8,15880.13
T100370,C10021,JNJ,2025-01-25,Sell,177,152.9,27063.56
T100371,C10985,TSLA,2023-06-27,Buy,131,188.41,24682.12
T100372,C10807,JPM,2025-01-16,Buy,34,157.95,5370.16
T100373,C10604,NVDA,2023-03-03,Sell,49,429.88,21064.02
T100374,C10912,JNJ,2023-03-06,Sell,20,178.41,3568.26
T100375,C10482,NVDA,2020-11-11,Buy,75,478.49,35886.75
T100376,C10923,TSLA,2020-04-02,Buy,36,179.48,6461.33
T100377,C10060,MSFT,2022-06-14,Sell,161,232.74,37471.03
T100378,C10874,JNJ,2021-07-22,Buy,167,151.47,25295.64
T100379,C10237,JPM,2020-06-01,Sell,105,165.88,17417.82
T100380,C10714,TSLA,2023-10-03,Sell,176,227.87,40105.41
T100381,C10477,AMZN,2021-04-15,Buy,197,137.19,27026.48
T100382,C10393,JNJ,2022-05-06,Sell,176,177.81,31295.0
T100383,C10708,NVDA,2023-02-13,Buy,95,410.28,38976.84
T100384,C10036,V,2024-08-04,Sell,149,247.37,36857.57
T100385,C10004,GOOGL,2023-03-03,Buy,142,127.81,18149.46
T100386,C10298,AAPL,2020-01-28,Buy,134,152.87,20484.75
T100387,C10849,AMZN,2023-07-12,Buy,16,138.49,2215.91
T100388,C10822,AAPL,2025-10-27,Buy,199,165.39,32913.5
T100389,C10443,JPM,2025-09-11,Buy,86,167.71,14422.8
T100390,C10178,BRK.B,2020-07-13,Sell,25,351.86,8796.54
T100391,C10937,GOOGL,2022-10-02,Buy,80,109.64,8770.86
T100392,C10650,GOOGL,2023-03-15,Buy,48,148.57,7131.29
T100393,C10117,AAPL,2020-11-15,Buy,8,123.32,986.59
T100394,C10385,AMZN,2025-09-18,Sell,113,140.49,15875.45
T100395,C10670,TSLA,2025-06-15,Buy,156,202.13,31531.7
T100396,C10317,AAPL,2024-08-18,Buy,83,124.07,10297.49
T100397,C10332,GOOGL,2022-12-21,Sell,56,134.06,7507.59
T100398,C10839,AMZN,2024-02-28,Sell,55,96.16,5288.75
T100399,C10778,AMZN,2024-04-10,Buy,164,97.16,15933.46
T100400,C10886,AAPL,2022-05-28,Buy,50,168.47,8423.65
