client_id,account_balance,last_updated
C10394,6835,2025-09-16 18:10:22.456638
C10395,19772,2025-09-16 18:10:22.457635
C10396,6853,2025-09-16 18:10:22.457635
C10397,19502,2025-09-16 18:10:22.458632
C10398,12529,2025-09-16 18:10:22.458632
C10399,9759,2025-09-16 18:10:22.459630
C10400,43526,2025-09-16 18:10:22.460625
C10401,12245,2025-09-16 18:10:22.461622
C10402,30663,2025-09-16 18:10:22.462619
C10403,9803,2025-09-16 18:10:22.462619
C10404,32039,2025-09-16 18:10:22.463616
C10405,41973,2025-09-16 18:10:22.463616
C10406,6711,2025-09-16 18:10:22.464613
C10407,28588,2025-09-16 18:10:22.464613
C10408,14301,2025-09-16 18:10:22.465611
C10409,6531,2025-09-16 18:10:22.465611
C10410,49386,2025-09-16 18:10:22.466609
C10411,44349,2025-09-16 18:10:22.466609
C10412,12355,2025-09-16 18:10:22.466609
C10413,44709,2025-09-16 18:10:22.468118
C10414,26679,2025-09-16 18:10:22.468118
C10415,5154,2025-09-16 18:10:22.469120
C10416,29098,2025-09-16 18:10:22.469120
C10417,40101,2025-09-16 18:10:22.470117
C10418,38240,2025-09-16 18:10:22.471115
C10419,16024,2025-09-16 18:10:22.471115
C10420,9578,2025-09-16 18:10:22.472112
C10421,6760,2025-09-16 18:10:22.472112
C10422,17776,2025-09-16 18:10:22.473110
C10423,11585,2025-09-16 18:10:22.473110
C10424,8904,2025-09-16 18:10:22.474107
C10425,17060,2025-09-16 18:10:22.474107
C10426,7529,2025-09-16 18:10:22.475713
C10427,7484,2025-09-16 18:10:22.476253
C10428,36916,2025-09-16 18:10:22.477352
C10429,24584,2025-09-16 18:10:22.477903
C10430,13985,2025-09-16 18:10:22.478493
C10431,38084,2025-09-16 18:10:22.479048
C10432,45166,2025-09-16 18:10:22.479600
C10433,36669,2025-09-16 18:10:22.480148
C10434,24790,2025-09-16 18:10:22.480697
C10435,49411,2025-09-16 18:10:22.481245
C10436,18038,2025-09-16 18:10:22.481794
C10437,44502,2025-09-16 18:10:22.481794
C10438,22751,2025-09-16 18:10:22.482830
C10439,9743,2025-09-16 18:10:22.482830
C10440,30057,2025-09-16 18:10:22.483829
C10441,10278,2025-09-16 18:10:22.483829
C10442,19482,2025-09-16 18:10:22.484826
C10443,10891,2025-09-16 18:10:22.484826
C10444,16520,2025-09-16 18:10:22.485823
C10445,47111,2025-09-16 18:10:22.485823
C10446,17333,2025-09-16 18:10:22.486820
C10447,10191,2025-09-16 18:10:22.487822
C10448,11887,2025-09-16 18:10:22.487822
C10449,30888,2025-09-16 18:10:22.488854
C10450,43828,2025-09-16 18:10:22.488854
C10451,36200,2025-09-16 18:10:22.489775
C10452,30516,2025-09-16 18:10:22.490818
C10453,46807,2025-09-16 18:10:22.491814
C10454,45176,2025-09-16 18:10:22.491814
C10455,33997,2025-09-16 18:10:22.492804
C10456,41482,2025-09-16 18:10:22.492804
C10457,28057,2025-09-16 18:10:22.493802
C10458,22020,2025-09-16 18:10:22.494410
C10459,20187,2025-09-16 18:10:22.494713
C10460,33687,2025-09-16 18:10:22.495749
C10461,16448,2025-09-16 18:10:22.495749
C10462,46303,2025-09-16 18:10:22.496746
C10463,49063,2025-09-16 18:10:22.497744
C10464,5142,2025-09-16 18:10:22.498742
C10465,43543,2025-09-16 18:10:22.498742
C10466,41256,2025-09-16 18:10:22.499738
C10467,15081,2025-09-16 18:10:22.500735
C10468,16432,2025-09-16 18:10:22.500735
C10469,10111,2025-09-16 18:10:22.501732
C10470,13950,2025-09-16 18:10:22.501732
C10471,24802,2025-09-16 18:10:22.502730
C10472,12312,2025-09-16 18:10:22.502730
C10473,45767,2025-09-16 18:10:22.503727
C10474,40774,2025-09-16 18:10:22.503727
C10475,30809,2025-09-16 18:10:22.504724
C10476,12281,2025-09-16 18:10:22.504724
C10477,49527,2025-09-16 18:10:22.505722
C10478,20851,2025-09-16 18:10:22.506719
C10479,16882,2025-09-16 18:10:22.506719
C10480,46890,2025-09-16 18:10:22.507716
C10481,8065,2025-09-16 18:10:22.507716
C10482,43708,2025-09-16 18:10:22.508713
C10483,45182,2025-09-16 18:10:22.508713
C10484,38768,2025-09-16 18:10:22.509711
C10485,39535,2025-09-16 18:10:22.511057
C10486,43561,2025-09-16 18:10:22.511305
C10487,39377,2025-09-16 18:10:22.512350
C10488,34262,2025-09-16 18:10:22.512350
C10489,28455,2025-09-16 18:10:22.513347
C10490,35784,2025-09-16 18:10:22.513347
C10491,42966,2025-09-16 18:10:22.514344
C10492,9986,2025-09-16 18:10:22.515341
C10493,24375,2025-09-16 18:10:22.515341
C10494,9819,2025-09-16 18:10:22.516339
C10495,19835,2025-09-16 18:10:22.516339
C10496,22559,2025-09-16 18:10:22.517336
C10497,44988,2025-09-16 18:10:22.517336
C10498,28081,2025-09-16 18:10:22.518333
C10499,10590,2025-09-16 18:10:22.518333
C10500,6721,2025-09-16 18:10:22.519330
C10501,11350,2025-09-16 18:10:22.519330
C10502,29891,2025-09-16 18:10:22.520328
C10503,27512,2025-09-16 18:10:22.520328
C10504,21108,2025-09-16 18:10:22.521325
C10505,11340,2025-09-16 18:10:22.521325
C10506,15357,2025-09-16 18:10:22.522323
C10507,27872,2025-09-16 18:10:22.522323
C10508,22980,2025-09-16 18:10:22.523320
C10509,36528,2025-09-16 18:10:22.523320
C10510,28676,2025-09-16 18:10:22.524317
C10511,18109,2025-09-16 18:10:22.525315
C10512,5010,2025-09-16 18:10:22.525315
C10513,27730,2025-09-16 18:10:22.526313
C10514,12747,2025-09-16 18:10:22.526313
C10515,6340,2025-09-16 18:10:22.528094
C10516,47817,2025-09-16 18:10:22.528094
C10517,33018,2025-09-16 18:10:22.529164
C10518,36372,2025-09-16 18:10:22.529164
C10519,10746,2025-09-16 18:10:22.530161
C10520,27899,2025-09-16 18:10:22.531158
C10521,31484,2025-09-16 18:10:22.531158
C10522,31192,2025-09-16 18:10:22.532158
C10523,22205,2025-09-16 18:10:22.532158
C10524,29139,2025-09-16 18:10:22.533156
C10525,8512,2025-09-16 18:10:22.533156
C10526,42548,2025-09-16 18:10:22.534151
C10527,45250,2025-09-16 18:10:22.534151
C10528,35655,2025-09-16 18:10:22.535151
C10529,13041,2025-09-16 18:10:22.535151
C10530,12488,2025-09-16 18:10:22.536146
C10531,38241,2025-09-16 18:10:22.537142
C10532,44679,2025-09-16 18:10:22.537142
C10533,40172,2025-09-16 18:10:22.538139
C10534,39785,2025-09-16 18:10:22.538139
C10535,44853,2025-09-16 18:10:22.539141
C10536,12443,2025-09-16 18:10:22.539141
C10537,16169,2025-09-16 18:10:22.540145
C10538,38232,2025-09-16 18:10:22.540145
C10539,23510,2025-09-16 18:10:22.541137
C10540,31144,2025-09-16 18:10:22.541137
C10541,36939,2025-09-16 18:10:22.542133
C10542,30028,2025-09-16 18:10:22.543132
C10543,41805,2025-09-16 18:10:22.543132
C10544,22606,2025-09-16 18:10:22.544426
C10545,25625,2025-09-16 18:10:22.544757
C10546,26248,2025-09-16 18:10:22.545834
C10547,9436,2025-09-16 18:10:22.545834
C10548,28087,2025-09-16 18:10:22.546831
C10549,43629,2025-09-16 18:10:22.546831
C10550,24641,2025-09-16 18:10:22.547828
C10551,10287,2025-09-16 18:10:22.547828
C10552,19212,2025-09-16 18:10:22.548826
C10553,24331,2025-09-16 18:10:22.548826
C10554,15569,2025-09-16 18:10:22.549824
C10555,45743,2025-09-16 18:10:22.549824
C10556,41335,2025-09-16 18:10:22.550821
C10557,9150,2025-09-16 18:10:22.550821
C10558,17731,2025-09-16 18:10:22.551819
C10559,24765,2025-09-16 18:10:22.552815
C10560,42768,2025-09-16 18:10:22.552815
C10561,35331,2025-09-16 18:10:22.552815
C10562,43702,2025-09-16 18:10:22.553853
C10563,9995,2025-09-16 18:10:22.554850
C10564,26597,2025-09-16 18:10:22.554850
C10565,48796,2025-09-16 18:10:22.555866
C10566,6591,2025-09-16 18:10:22.555866
C10567,27088,2025-09-16 18:10:22.556849
C10568,17410,2025-09-16 18:10:22.556849
C10569,26390,2025-09-16 18:10:22.557851
C10570,34888,2025-09-16 18:10:22.557851
C10571,47728,2025-09-16 18:10:22.558844
C10572,13576,2025-09-16 18:10:22.558844
C10573,20250,2025-09-16 18:10:22.559842
C10574,45074,2025-09-16 18:10:22.560980
C10575,15969,2025-09-16 18:10:22.561305
C10576,38558,2025-09-16 18:10:22.562384
C10577,24246,2025-09-16 18:10:22.562384
C10578,41801,2025-09-16 18:10:22.563378
C10579,40547,2025-09-16 18:10:22.563378
C10580,9210,2025-09-16 18:10:22.564379
C10581,8610,2025-09-16 18:10:22.564379
C10582,35940,2025-09-16 18:10:22.565372
C10583,10773,2025-09-16 18:10:22.565372
C10584,20388,2025-09-16 18:10:22.566369
C10585,29186,2025-09-16 18:10:22.566369
C10586,47985,2025-09-16 18:10:22.567367
C10587,34819,2025-09-16 18:10:22.567367
C10588,26278,2025-09-16 18:10:22.568364
C10589,5284,2025-09-16 18:10:22.568906
C10590,32949,2025-09-16 18:10:22.569943
C10591,5573,2025-09-16 18:10:22.569943
C10592,24703,2025-09-16 18:10:22.570942
C10593,17778,2025-09-16 18:10:22.570942
C10594,47583,2025-09-16 18:10:22.571943
C10595,5113,2025-09-16 18:10:22.571943
C10596,36864,2025-09-16 18:10:22.572940
C10597,24530,2025-09-16 18:10:22.572940
C10598,34123,2025-09-16 18:10:22.573937
C10599,9564,2025-09-16 18:10:22.573937
C10600,24816,2025-09-16 18:10:22.574936
C10601,32886,2025-09-16 18:10:22.574936
C10602,22313,2025-09-16 18:10:22.575931
C10603,42856,2025-09-16 18:10:22.576933
C10604,18667,2025-09-16 18:10:22.577891
C10605,43298,2025-09-16 18:10:22.578886
C10606,26350,2025-09-16 18:10:22.578886
