client_id,date,type,amount,transaction_month
C10016,2021-09-25,Deposit,9415.0,2021-09
C10016,2022-01-03,Withdrawal,2012.0,2022-01
C10016,2022-03-23,Deposit,2754.0,2022-03
C10016,2023-08-28,Deposit,8595.0,2023-08
C10017,2024-02-28,Deposit,23245.0,2024-02
C10017,2025-06-23,Deposit,6791.0,2025-06
C10017,2024-11-22,Deposit,8829.0,2024-11
C10017,2024-06-01,Deposit,6804.0,2024-06
C10018,2025-07-06,Deposit,16378.0,2025-07
C10019,2020-03-05,Deposit,33039.0,2020-03
C10019,2023-05-20,Deposit,2603.0,2023-05
C10019,2021-08-18,Withdrawal,190.0,2021-08
C10019,2021-11-02,Deposit,8141.0,2021-11
C10019,2021-11-17,Deposit,9792.0,2021-11
C10019,2020-10-10,Withdrawal,4466.0,2020-10
C10019,2021-11-08,Withdrawal,4336.0,2021-11
C10020,2021-09-19,Deposit,17070.0,2021-09
C10020,2022-03-25,Withdrawal,4534.0,2022-03
C10020,2024-04-22,Deposit,9357.0,2024-04
C10020,2023-08-17,Deposit,4337.0,2023-08
C10020,2022-09-04,Withdrawal,4951.0,2022-09
C10020,2024-09-25,Deposit,3839.0,2024-09
C10020,2022-10-04,Deposit,2067.0,2022-10
C10020,2024-05-03,Deposit,904.0,2024-05
C10020,2024-08-14,Withdrawal,2068.0,2024-08
C10020,2025-08-22,Withdrawal,841.0,2025-08
C10021,2024-11-05,Deposit,43909.0,2024-11
C10022,2022-09-07,Deposit,14744.0,2022-09
C10022,2023-02-09,Deposit,2911.0,2023-02
C10022,2023-03-14,Withdrawal,4774.0,2023-03
C10022,2025-03-22,Withdrawal,2747.0,2025-03
C10022,2022-10-13,Withdrawal,4670.0,2022-10
C10022,2023-07-04,Deposit,7371.0,2023-07
C10022,2023-05-05,Deposit,3350.0,2023-05
C10022,2023-08-10,Withdrawal,844.0,2023-08
C10023,2022-01-21,Deposit,35541.0,2022-01
C10023,2023-04-16,Deposit,1272.0,2023-04
C10023,2022-07-05,Withdrawal,2445.0,2022-07
C10023,2024-06-22,Withdrawal,1697.0,2024-06
C10023,2022-10-23,Withdrawal,1281.0,2022-10
C10023,2023-02-06,Deposit,4054.0,2023-02
C10023,2024-06-05,Withdrawal,1520.0,2024-06
C10023,2023-08-02,Withdrawal,2964.0,2023-08
C10023,2023-12-26,Withdrawal,1080.0,2023-12
C10024,2025-02-12,Deposit,12279.0,2025-02
C10024,2025-06-02,Deposit,6764.0,2025-06
C10025,2021-05-01,Deposit,36633.0,2021-05
C10025,2025-03-13,Deposit,7779.0,2025-03
C10025,2022-06-09,Deposit,1775.0,2022-06
C10025,2025-07-16,Deposit,7271.0,2025-07
C10025,2022-10-04,Withdrawal,2324.0,2022-10
C10025,2022-11-12,Deposit,7174.0,2022-11
C10025,2025-04-07,Withdrawal,1975.0,2025-04
C10025,2023-08-20,Deposit,9118.0,2023-08
C10025,2023-04-09,Deposit,9426.0,2023-04
C10025,2022-06-15,Deposit,5939.0,2022-06
C10025,2024-11-27,Deposit,404.0,2024-11
C10025,2024-08-18,Withdrawal,3446.0,2024-08
C10026,2020-02-20,Deposit,28456.0,2020-02
C10026,2021-05-02,Deposit,6787.0,2021-05
C10026,2023-08-29,Withdrawal,336.0,2023-08
C10026,2022-12-11,Deposit,9778.0,2022-12
C10026,2024-01-06,Deposit,5776.0,2024-01
C10026,2022-06-08,Withdrawal,4138.0,2022-06
C10026,2025-03-05,Deposit,4463.0,2025-03
C10026,2024-03-26,Deposit,7442.0,2024-03
C10026,2023-01-30,Deposit,1946.0,2023-01
C10026,2021-11-24,Withdrawal,2054.0,2021-11
C10026,2024-08-13,Deposit,4699.0,2024-08
C10027,2020-04-09,Deposit,23352.0,2020-04
C10027,2021-08-21,Deposit,133.0,2021-08
C10027,2021-03-19,Withdrawal,3661.0,2021-03
C10027,2024-08-07,Deposit,2303.0,2024-08
C10027,2025-06-14,Deposit,3556.0,2025-06
C10027,2022-10-16,Withdrawal,1489.0,2022-10
C10027,2021-02-08,Withdrawal,3672.0,2021-02
C10027,2021-01-04,Deposit,1313.0,2021-01
C10027,2022-09-23,Withdrawal,2420.0,2022-09
C10028,2021-11-09,Deposit,15395.0,2021-11
C10028,2025-05-13,Deposit,3233.0,2025-05
C10028,2022-04-05,Deposit,8646.0,2022-04
C10029,2025-06-18,Deposit,16102.0,2025-06
C10030,2020-07-03,Deposit,41563.0,2020-07
C10030,2025-07-23,Deposit,4327.0,2025-07
C10030,2023-10-17,Withdrawal,4646.0,2023-10
C10030,2022-01-07,Withdrawal,2267.0,2022-01
C10030,2023-07-08,Withdrawal,435.0,2023-07
C10030,2025-04-24,Deposit,8739.0,2025-04
C10030,2024-02-10,Withdrawal,4750.0,2024-02
C10030,2021-11-04,Deposit,4217.0,2021-11
C10030,2024-09-28,Deposit,6324.0,2024-09
C10030,2022-01-14,Deposit,7554.0,2022-01
C10030,2023-05-11,Deposit,9202.0,2023-05
C10030,2022-01-02,Withdrawal,1328.0,2022-01
C10031,2022-08-19,Deposit,23332.0,2022-08
C10031,2024-09-15,Deposit,5621.0,2024-09
C10031,2025-06-21,Withdrawal,4805.0,2025-06
C10031,2025-06-08,Deposit,9842.0,2025-06
C10031,2025-05-30,Withdrawal,3983.0,2025-05
C10032,2023-02-16,Deposit,22746.0,2023-02
C10032,2023-04-18,Withdrawal,1684.0,2023-04
C10032,2023-04-08,Withdrawal,584.0,2023-04
C10032,2023-02-22,Deposit,7120.0,2023-02
C10032,2023-09-13,Deposit,7955.0,2023-09
C10032,2025-06-30,Withdrawal,2199.0,2025-06
C10032,2023-08-04,Withdrawal,2386.0,2023-08
C10032,2024-10-26,Withdrawal,4078.0,2024-10
C10033,2021-07-10,Deposit,31835.0,2021-07
C10033,2025-08-18,Withdrawal,1152.0,2025-08
C10033,2022-01-25,Deposit,8973.0,2022-01
C10033,2022-04-26,Deposit,3146.0,2022-04
C10034,2021-12-15,Deposit,48322.0,2021-12
C10034,2025-01-17,Deposit,9622.0,2025-01
C10034,2024-08-08,Deposit,8340.0,2024-08
C10034,2022-01-08,Withdrawal,1180.0,2022-01
C10034,2023-11-28,Deposit,1220.0,2023-11
C10035,2023-05-09,Deposit,9625.0,2023-05
C10035,2025-03-01,Deposit,759.0,2025-03
C10035,2023-10-06,Deposit,2734.0,2023-10
C10036,2024-02-27,Deposit,45254.0,2024-02
C10036,2024-07-23,Deposit,161.0,2024-07
C10036,2024-12-29,Deposit,7517.0,2024-12
C10037,2025-04-15,Deposit,20751.0,2025-04
C10038,2020-07-08,Deposit,11576.0,2020-07
C10038,2022-05-03,Withdrawal,227.0,2022-05
C10038,2020-12-29,Deposit,2047.0,2020-12
C10038,2020-12-18,Withdrawal,4887.0,2020-12
C10038,2024-08-09,Withdrawal,3854.0,2024-08
C10038,2022-05-03,Deposit,641.0,2022-05
C10038,2025-07-27,Deposit,7517.0,2025-07
C10038,2022-01-26,Deposit,7611.0,2022-01
C10038,2022-03-18,Withdrawal,4630.0,2022-03
C10038,2024-05-01,Withdrawal,2999.0,2024-05
C10038,2024-06-30,Deposit,3658.0,2024-06
C10038,2025-01-19,Withdrawal,3763.0,2025-01
C10038,2023-04-30,Deposit,2118.0,2023-04
C10038,2024-07-28,Deposit,6851.0,2024-07
C10038,2025-04-25,Withdrawal,3377.0,2025-04
C10038,2024-07-25,Withdrawal,4669.0,2024-07
C10039,2020-08-09,Deposit,24556.0,2020-08
C10039,2020-10-19,Withdrawal,3254.0,2020-10
C10039,2021-08-24,Withdrawal,885.0,2021-08
C10039,2025-09-09,Withdrawal,4065.0,2025-09
C10039,2025-04-05,Deposit,6547.0,2025-04
C10039,2024-04-13,Deposit,5965.0,2024-04
C10039,2023-05-06,Withdrawal,1371.0,2023-05
C10040,2025-12-11,Deposit,23849.0,2025-12
C10041,2021-03-17,Deposit,20278.0,2021-03
C10041,2024-12-22,Deposit,8787.0,2024-12
C10041,2024-01-27,Deposit,932.0,2024-01
C10041,2021-06-09,Withdrawal,4296.0,2021-06
C10041,2022-06-28,Deposit,7593.0,2022-06
C10041,2024-06-27,Deposit,1285.0,2024-06
C10041,2021-06-11,Withdrawal,1818.0,2021-06
C10041,2021-04-26,Withdrawal,1415.0,2021-04
C10041,2021-05-07,Deposit,9906.0,2021-05
C10041,2023-04-27,Deposit,4929.0,2023-04
C10041,2024-09-06,Withdrawal,2800.0,2024-09
C10041,2025-09-06,Withdrawal,205.0,2025-09
C10041,2021-07-28,Deposit,8365.0,2021-07
C10041,2024-06-17,Withdrawal,707.0,2024-06
C10042,2025-11-24,Deposit,29292.0,2025-11
C10043,2023-04-13,Deposit,10528.0,2023-04
C10043,2024-10-17,Deposit,2017.0,2024-10
C10043,2024-05-22,Deposit,7306.0,2024-05
C10043,2025-08-06,Deposit,3125.0,2025-08
C10043,2024-01-16,Deposit,8568.0,2024-01
C10043,2025-07-27,Deposit,2229.0,2025-07
C10043,2024-11-24,Deposit,3837.0,2024-11
C10044,2020-08-23,Deposit,39757.0,2020-08
C10044,2025-03-08,Withdrawal,4780.0,2025-03
C10044,2025-01-03,Withdrawal,4960.0,2025-01
C10044,2020-10-21,Deposit,5851.0,2020-10
C10044,2025-05-18,Deposit,500.0,2025-05
C10044,2024-01-20,Withdrawal,712.0,2024-01
C10044,2023-06-26,Deposit,6408.0,2023-06
C10044,2022-07-22,Withdrawal,709.0,2022-07
C10044,2024-03-04,Withdrawal,465.0,2024-03
C10044,2025-02-05,Deposit,186.0,2025-02
C10044,2022-09-27,Withdrawal,1524.0,2022-09
C10044,2021-01-16,Withdrawal,2277.0,2021-01
C10045,2020-06-03,Deposit,30843.0,2020-06
C10045,2022-02-14,Withdrawal,2914.0,2022-02
C10045,2025-05-21,Withdrawal,4099.0,2025-05
C10045,2024-07-31,Withdrawal,2620.0,2024-07
C10045,2022-06-10,Withdrawal,2450.0,2022-06
C10045,2020-09-01,Withdrawal,1329.0,2020-09
C10045,2025-04-29,Deposit,4908.0,2025-04
C10045,2021-11-15,Deposit,7937.0,2021-11
C10045,2023-08-14,Withdrawal,1980.0,2023-08
C10045,2022-03-01,Withdrawal,1038.0,2022-03
C10046,2022-09-08,Deposit,45749.0,2022-09
C10046,2022-11-15,Deposit,1243.0,2022-11
C10047,2021-03-09,Deposit,35398.0,2021-03
C10047,2022-03-09,Withdrawal,1068.0,2022-03
C10047,2023-12-15,Deposit,5660.0,2023-12
C10048,2023-03-11,Deposit,37217.0,2023-03
C10048,2024-07-27,Withdrawal,2332.0,2024-07
C10048,2024-02-21,Deposit,7201.0,2024-02
C10048,2025-02-09,Withdrawal,4423.0,2025-02
C10049,2020-08-01,Deposit,43186.0,2020-08
C10049,2021-08-18,Deposit,5761.0,2021-08
C10049,2023-01-12,Withdrawal,3046.0,2023-01
C10049,2022-01-16,Withdrawal,2275.0,2022-01
C10049,2022-08-03,Withdrawal,1285.0,2022-08
C10050,2021-10-29,Deposit,13063.0,2021-10
C10050,2022-12-10,Deposit,4292.0,2022-12
C10050,2022-04-27,Withdrawal,3406.0,2022-04
C10050,2023-06-18,Withdrawal,700.0,2023-06
C10050,2025-01-31,Withdrawal,1414.0,2025-01
C10050,2022-10-14,Deposit,6587.0,2022-10
C10050,2022-03-28,Withdrawal,3987.0,2022-03
C10050,2022-03-28,Deposit,7302.0,2022-03
C10050,2022-11-14,Deposit,9003.0,2022-11
C10050,2022-05-21,Withdrawal,1602.0,2022-05
C10050,2022-06-14,Withdrawal,1677.0,2022-06
C10050,2024-12-08,Deposit,4914.0,2024-12
C10050,2024-03-09,Withdrawal,333.0,2024-03
C10051,2023-06-23,Deposit,26144.0,2023-06
C10051,2023-08-15,Deposit,4540.0,2023-08
C10051,2024-10-18,Withdrawal,1587.0,2024-10
C10051,2024-12-30,Deposit,581.0,2024-12
C10051,2023-07-03,Withdrawal,3622.0,2023-07
C10051,2024-06-10,Withdrawal,1046.0,2024-06
C10052,2020-07-24,Deposit,32037.0,2020-07
C10052,2021-10-15,Deposit,6202.0,2021-10
C10052,2022-02-14,Withdrawal,4692.0,2022-02
C10052,2021-06-20,Withdrawal,3763.0,2021-06
C10052,2020-12-21,Withdrawal,457.0,2020-12
C10052,2022-05-06,Withdrawal,2828.0,2022-05
C10052,2025-01-25,Deposit,5160.0,2025-01
C10053,2023-10-04,Deposit,17290.0,2023-10
C10053,2025-03-25,Withdrawal,2134.0,2025-03
C10053,2024-05-26,Withdrawal,3057.0,2024-05
C10054,2023-01-02,Deposit,38224.0,2023-01
C10054,2025-03-02,Deposit,5538.0,2025-03
C10054,2024-09-20,Withdrawal,4345.0,2024-09
C10055,2023-06-16,Deposit,6328.0,2023-06
C10055,2023-07-13,Withdrawal,345.0,2023-07
C10055,2025-07-16,Withdrawal,4888.0,2025-07
C10055,2025-07-24,Withdrawal,876.0,2025-07
C10055,2025-06-08,Withdrawal,175.20000000000002,2025-06
C10055,2024-03-13,Deposit,4231.0,2024-03
C10055,2024-08-05,Withdrawal,804.0,2024-08
C10056,2025-11-22,Deposit,37820.0,2025-11
C10057,2021-06-06,Deposit,43691.0,2021-06
C10057,2021-10-03,Withdrawal,554.0,2021-10
C10057,2023-08-17,Deposit,3352.0,2023-08
C10057,2022-02-06,Deposit,8798.0,2022-02
C10057,2023-07-04,Withdrawal,1642.0,2023-07
C10057,2021-10-23,Deposit,4930.0,2021-10
C10057,2023-04-09,Withdrawal,4587.0,2023-04
C10057,2021-09-22,Withdrawal,4485.0,2021-09
C10058,2022-12-19,Deposit,43535.0,2022-12
C10058,2023-01-31,Withdrawal,1696.0,2023-01
C10058,2025-03-22,Deposit,3329.0,2025-03
C10058,2023-07-14,Deposit,5179.0,2023-07
C10058,2024-09-18,Deposit,5494.0,2024-09
C10058,2024-07-16,Deposit,8178.0,2024-07
C10059,2021-04-27,Deposit,22423.0,2021-04
C10059,2021-06-07,Deposit,9468.0,2021-06
C10059,2025-08-14,Withdrawal,1013.0,2025-08
C10059,2024-04-09,Deposit,7201.0,2024-04
C10059,2025-02-03,Withdrawal,2975.0,2025-02
C10059,2022-10-23,Deposit,6023.0,2022-10
C10059,2024-11-07,Deposit,8069.0,2024-11
C10059,2025-08-31,Withdrawal,2291.0,2025-08
C10060,2025-07-21,Deposit,27740.0,2025-07
C10061,2024-02-05,Deposit,43776.0,2024-02
C10062,2025-06-22,Deposit,9620.0,2025-06
C10063,2023-06-23,Deposit,31824.0,2023-06
C10063,2023-09-02,Deposit,1148.0,2023-09
C10063,2024-11-13,Deposit,7726.0,2024-11
C10063,2024-10-10,Withdrawal,3680.0,2024-10
C10063,2024-08-13,Deposit,9440.0,2024-08
C10063,2023-09-27,Deposit,3572.0,2023-09
C10063,2024-04-02,Deposit,6832.0,2024-04
C10063,2024-01-04,Deposit,8091.0,2024-01
C10064,2021-12-14,Deposit,16803.0,2021-12
C10064,2023-02-24,Deposit,7828.0,2023-02
C10064,2025-05-05,Withdrawal,1675.0,2025-05
C10064,2023-07-13,Withdrawal,4203.0,2023-07
C10064,2022-02-11,Deposit,6504.0,2022-02
C10064,2024-04-10,Withdrawal,821.0,2024-04
C10064,2024-07-25,Deposit,1169.0,2024-07
C10064,2023-06-11,Withdrawal,4872.0,2023-06
C10064,2022-05-20,Withdrawal,1354.0,2022-05
C10064,2024-01-18,Deposit,6848.0,2024-01
C10064,2022-10-25,Deposit,2408.0,2022-10
C10065,2021-08-26,Deposit,5163.0,2021-08
C10065,2021-09-22,Deposit,1652.0,2021-09
C10065,2022-09-10,Deposit,5156.0,2022-09
C10065,2024-11-17,Withdrawal,4807.0,2024-11
C10066,2023-10-18,Deposit,36829.0,2023-10
C10066,2025-02-02,Deposit,4925.0,2025-02
C10066,2024-09-28,Deposit,3072.0,2024-09
C10066,2024-06-24,Withdrawal,2733.0,2024-06
C10066,2025-05-13,Deposit,4073.0,2025-05
C10067,2023-05-07,Deposit,27325.0,2023-05
C10067,2023-08-07,Withdrawal,3055.0,2023-08
C10067,2024-09-21,Withdrawal,2054.0,2024-09
C10067,2025-05-05,Withdrawal,3672.0,2025-05
C10067,2024-07-24,Withdrawal,4103.0,2024-07
C10068,2022-08-12,Deposit,17919.0,2022-08
C10068,2023-07-07,Withdrawal,4119.0,2023-07
C10068,2024-10-06,Deposit,5078.0,2024-10
C10068,2025-06-24,Deposit,9887.0,2025-06
C10068,2025-05-03,Deposit,2891.0,2025-05
C10068,2025-01-20,Deposit,4672.0,2025-01
C10068,2023-12-02,Deposit,9677.0,2023-12
C10068,2024-02-14,Deposit,8354.0,2024-02
C10068,2023-01-30,Withdrawal,3591.0,2023-01
C10068,2024-11-21,Withdrawal,2699.0,2024-11
C10069,2025-06-30,Deposit,5000.0,2025-06
C10070,2021-06-22,Deposit,41271.0,2021-06
C10070,2024-11-10,Deposit,1527.0,2024-11
C10070,2023-06-30,Withdrawal,3461.0,2023-06
C10070,2022-07-14,Withdrawal,894.0,2022-07
C10070,2024-11-20,Deposit,991.0,2024-11
C10070,2025-03-13,Deposit,578.0,2025-03
C10070,2021-12-25,Withdrawal,3142.0,2021-12
C10070,2025-01-28,Withdrawal,4893.0,2025-01
C10071,2024-08-16,Deposit,27988.0,2024-08
C10071,2025-01-02,Deposit,6837.0,2025-01
C10071,2025-01-11,Withdrawal,2847.0,2025-01
C10071,2025-07-03,Deposit,9744.0,2025-07
C10072,2024-07-24,Deposit,33005.0,2024-07
C10073,2020-12-27,Deposit,11719.0,2020-12
C10073,2025-03-08,Withdrawal,177.0,2025-03
C10073,2023-09-24,Withdrawal,1917.0,2023-09
C10073,2021-09-20,Withdrawal,3084.0,2021-09
C10073,2021-04-04,Withdrawal,4198.0,2021-04
C10073,2022-10-14,Deposit,7494.0,2022-10
C10073,2023-12-18,Deposit,2118.0,2023-12
C10073,2023-06-20,Deposit,9459.0,2023-06
C10073,2025-05-18,Withdrawal,728.0,2025-05
C10073,2021-03-15,Withdrawal,3226.0,2021-03
C10073,2021-09-04,Withdrawal,1921.0,2021-09
C10073,2023-06-25,Withdrawal,833.0,2023-06
C10073,2022-03-27,Withdrawal,2641.0,2022-03
C10074,2024-12-13,Deposit,28239.0,2024-12
C10074,2025-06-24,Withdrawal,196.0,2025-06
C10075,2025-02-25,Deposit,9353.0,2025-02
C10076,2022-02-04,Deposit,36550.0,2022-02
C10076,2023-10-05,Withdrawal,4323.0,2023-10
C10076,2022-12-27,Deposit,1425.0,2022-12
C10076,2022-11-28,Withdrawal,3761.0,2022-11
C10076,2024-08-15,Withdrawal,927.0,2024-08
C10076,2022-11-04,Withdrawal,4386.0,2022-11
C10076,2022-06-18,Withdrawal,1914.0,2022-06
C10076,2024-06-24,Withdrawal,1091.0,2024-06
C10076,2023-07-02,Withdrawal,3167.0,2023-07
C10077,2023-08-21,Deposit,24523.0,2023-08
C10077,2024-02-13,Deposit,2276.0,2024-02
C10077,2024-10-14,Deposit,6021.0,2024-10
C10077,2025-07-03,Withdrawal,2794.0,2025-07
C10077,2024-12-24,Deposit,5669.0,2024-12
C10078,2020-08-17,Deposit,9462.0,2020-08
C10078,2020-09-08,Withdrawal,3884.0,2020-09
C10078,2021-02-13,Deposit,1030.0,2021-02
C10078,2024-10-21,Withdrawal,2127.0,2024-10
C10078,2025-04-25,Deposit,3903.0,2025-04
C10078,2024-08-24,Withdrawal,3364.0,2024-08
C10078,2022-11-07,Deposit,7391.0,2022-11
C10078,2022-07-10,Withdrawal,4287.0,2022-07
C10078,2025-09-04,Deposit,1017.0,2025-09
C10078,2021-06-14,Withdrawal,2931.0,2021-06
C10078,2021-06-21,Deposit,2454.0,2021-06
C10078,2025-07-09,Withdrawal,4352.0,2025-07
C10078,2023-03-09,Deposit,6908.0,2023-03
C10078,2023-06-29,Deposit,8374.0,2023-06
C10078,2024-06-11,Withdrawal,3790.0,2024-06
C10078,2024-10-08,Deposit,4216.0,2024-10
C10079,2025-05-04,Deposit,30454.0,2025-05
C10079,2025-07-13,Withdrawal,2555.0,2025-07
C10079,2025-08-16,Withdrawal,4608.0,2025-08
C10079,2025-08-15,Withdrawal,3374.0,2025-08
C10080,2024-03-08,Deposit,14346.0,2024-03
C10081,2025-02-24,Deposit,40874.0,2025-02
C10082,2022-06-18,Deposit,49620.0,2022-06
C10082,2025-07-19,Withdrawal,2485.0,2025-07
C10082,2024-01-15,Withdrawal,4456.0,2024-01
C10082,2024-05-24,Deposit,9695.0,2024-05
C10082,2023-12-29,Deposit,508.0,2023-12
C10082,2022-08-19,Deposit,5338.0,2022-08
C10082,2025-06-27,Deposit,536.0,2025-06
C10082,2024-09-09,Deposit,4565.0,2024-09
C10082,2024-02-10,Withdrawal,2677.0,2024-02
C10082,2025-09-07,Withdrawal,915.0,2025-09
C10083,2024-02-12,Deposit,22522.0,2024-02
C10083,2024-03-09,Deposit,8697.0,2024-03
C10083,2025-08-03,Withdrawal,4202.0,2025-08
C10083,2024-04-21,Withdrawal,4163.0,2024-04
C10084,2022-12-18,Deposit,43425.0,2022-12
C10084,2024-05-04,Withdrawal,4202.0,2024-05
C10084,2023-11-30,Deposit,3965.0,2023-11
C10084,2024-06-09,Deposit,5780.0,2024-06
C10084,2023-10-08,Withdrawal,4676.0,2023-10
C10084,2023-10-10,Deposit,8486.0,2023-10
C10084,2025-03-18,Withdrawal,1226.0,2025-03
C10084,2023-11-01,Withdrawal,4404.0,2023-11
C10084,2023-04-10,Withdrawal,1879.0,2023-04
C10084,2023-09-25,Withdrawal,140.0,2023-09
C10084,2025-03-22,Deposit,6744.0,2025-03
C10084,2025-05-24,Deposit,9505.0,2025-05
C10084,2024-10-12,Deposit,5841.0,2024-10
C10085,2021-05-30,Deposit,26284.0,2021-05
C10085,2025-06-29,Withdrawal,3535.0,2025-06
C10085,2024-05-12,Withdrawal,4832.0,2024-05
C10085,2022-10-28,Withdrawal,2501.0,2022-10
C10085,2023-02-15,Withdrawal,3655.0,2023-02
C10085,2025-01-20,Withdrawal,4353.0,2025-01
C10086,2023-04-10,Deposit,23943.0,2023-04
C10086,2023-08-15,Withdrawal,1644.0,2023-08
C10087,2025-05-31,Deposit,11005.0,2025-05
C10088,2025-04-27,Deposit,43763.0,2025-04
C10089,2023-01-30,Deposit,19166.0,2023-01
C10089,2023-04-27,Deposit,6972.0,2023-04
C10089,2025-09-09,Withdrawal,4384.0,2025-09
C10089,2024-01-30,Withdrawal,1460.0,2024-01
C10089,2025-09-03,Deposit,865.0,2025-09
C10089,2025-08-09,Deposit,7126.0,2025-08
C10089,2025-02-13,Deposit,6331.0,2025-02
C10090,2022-06-22,Deposit,6889.0,2022-06
C10090,2023-03-07,Withdrawal,1657.0,2023-03
C10090,2025-07-30,Withdrawal,1903.0,2025-07
C10090,2023-11-09,Withdrawal,3204.0,2023-11
C10090,2024-05-29,Deposit,8538.0,2024-05
C10090,2022-12-25,Deposit,7856.0,2022-12
C10090,2024-07-08,Deposit,3813.0,2024-07
C10090,2025-05-17,Deposit,451.0,2025-05
C10090,2024-08-20,Withdrawal,4311.0,2024-08
C10091,2024-05-16,Deposit,34248.0,2024-05
C10091,2024-10-19,Withdrawal,4113.0,2024-10
C10091,2024-11-11,Deposit,7637.0,2024-11
C10092,2024-06-20,Deposit,47776.0,2024-06
C10092,2025-02-27,Withdrawal,1646.0,2025-02
C10092,2024-12-16,Deposit,1961.0,2024-12
C10092,2024-09-20,Withdrawal,1754.0,2024-09
C10093,2025-08-27,Deposit,46225.0,2025-08
C10094,2021-12-08,Deposit,43131.0,2021-12
C10094,2022-01-06,Withdrawal,236.0,2022-01
C10094,2025-04-11,Deposit,5699.0,2025-04
C10095,2023-05-19,Deposit,13859.0,2023-05
C10095,2023-12-13,Deposit,7919.0,2023-12
C10095,2024-09-09,Withdrawal,4943.0,2024-09
C10095,2024-03-24,Deposit,9454.0,2024-03
C10095,2024-07-16,Deposit,8324.0,2024-07
C10095,2024-01-03,Deposit,2199.0,2024-01
C10095,2024-11-19,Deposit,9683.0,2024-11
C10095,2024-08-23,Deposit,5063.0,2024-08
C10095,2023-08-17,Withdrawal,2218.0,2023-08
C10095,2023-06-29,Withdrawal,1450.0,2023-06
C10095,2024-10-01,Deposit,2667.0,2024-10
