client_id,age,income_bracket,risk_tolerance,investment_experience,join_date,country,tenure_days,account_balance,last_updated,trade_count,total_trade_value,avg_trade_value,std_trade_value,total_quantity,avg_quantity,total_transaction_value,transaction_count,deposit_ratio,avg_daily_trades,value_per_trade,cluster,volatility_score,activity_score,size_score,behavioral_risk_score
C10040,18,Medium,High,Intermediate,2025-12-11,Canada,-85,23849,2025-09-16 18:10:22.252645,95,2081840.68,21914.11,16871.94,9684,101.94,23849.0,1,1.0,95.0,21914.112421052632,3,0.7699121707429596,-0.49773322621703586,0.4683501259554875,5.099767945167191
C10041,57,High,Very High,Advanced,2021-03-17,UK,1645,20278,2025-09-16 18:10:22.253679,96,1944871.98,20259.08,16462.79,9467,98.61,73316.0,14,0.57,0.0583586626139817,20259.083125,1,0.8126129123336301,-0.3981865809736287,-0.5196931916316283,4.319258920453754
C10042,70,High,Very High,Beginner,2025-11-24,UK,-68,29292,2025-09-16 18:10:22.254674,99,1984460.88,20045.06,14377.54,9649,97.46,29292.0,1,1.0,99.0,20045.05939393939,3,0.7172610109423468,-0.09954664524340717,-0.6474618911899415,4.388948925091343
C10043,20,Medium,Very High,Advanced,2023-04-13,Germany,888,10528,2025-09-16 18:10:22.255670,110,2366114.41,21510.13,17989.71,10404,94.58,37610.0,7,1.0,0.1238738738738738,21510.131,2,0.8363366469658714,0.9954664524340717,0.22717640738915157,6.316447319894508
C10044,64,High,Very High,Intermediate,2020-08-23,Japan,1851,39757,2025-09-16 18:10:22.255670,98,2083856.34,21263.84,16668.89,10013,102.17,68129.0,12,0.42,0.0529443544030253,21263.840204081636,1,0.7839077984032987,-0.19909329048681434,0.08014270486500895,5.0300294718493666
C10045,70,High,Very High,Beginner,2020-06-03,USA,1932,30843,2025-09-16 18:10:22.256670,86,1860431.36,21632.92,16042.16,8789,102.2,60118.0,10,0.3,0.0445134575569358,21632.922790697678,1,0.7415623965696726,-1.3936530334077004,0.30048132570877073,4.091931619537065
C10046,27,Low,Very High,Advanced,2022-09-08,Germany,1105,45749,2025-09-16 18:10:22.257666,98,1886498.3,19249.98,14473.73,9296,94.86,46992.0,2,1.0,0.0886877828054298,19249.982653061223,2,0.7518828590990744,-0.19909329048681434,-1.1221200429739975,3.8910163318236783
C10047,60,Low,Medium,Beginner,2021-03-09,UK,1653,35398,2025-09-16 18:10:22.258664,94,2197725.45,23380.06,17805.59,9774,103.98,42126.0,3,0.67,0.0568663036902601,23380.05797872341,0,0.7615716127332436,-0.597279871460443,1.343513779434176,5.807818400456039
C10048,39,Medium,Medium,Advanced,2023-03-11,Australia,921,37217,2025-09-16 18:10:22.258664,94,1966195.15,20916.97,13947.57,9711,103.31,51173.0,4,0.5,0.1020629750271444,20916.969680851063,2,0.6668064255960591,-0.597279871460443,-0.12693667470602124,4.3634216030489625
C10049,62,High,High,Intermediate,2020-08-01,Australia,1873,43186,2025-09-16 18:10:22.259660,99,2160738.25,21825.64,17522.04,9220,93.13,55553.0,5,0.4,0.0528563801388147,21825.63888888889,1,0.8028190696813473,-0.09954664524340717,0.41553404872006977,5.448846151740466
C10050,22,Medium,Very High,Advanced,2021-10-29,Australia,1419,13063,2025-09-16 18:10:22.260649,112,2256221.64,20144.84,16109.64,10425,93.08,58280.0,13,0.46,0.0789288231148696,20144.836071428574,2,0.7996906403823509,1.194559742920886,-0.5878938095063216,5.714200287939844
C10051,18,Low,Low,Intermediate,2023-06-23,Japan,817,26144,2025-09-16 18:10:22.261294,99,2029782.2,20502.85,14257.4,9768,98.67,37520.0,6,0.5,0.1211750305997552,20502.850505050505,2,0.6953862511797141,-0.09954664524340717,-0.3741639145017828,4.620964808234858
C10052,52,High,Very High,Intermediate,2020-07-24,UK,1881,32037,2025-09-16 18:10:22.262381,93,2007814.25,21589.4,18036.73,8809,94.72,55139.0,7,0.43,0.0494417862838915,21589.40053763441,1,0.8354437825970151,-0.6968265167038502,0.2745001379469851,4.797629153387417
C10053,53,Medium,Low,Advanced,2023-10-04,UK,714,17290,2025-09-16 18:10:22.262381,96,1708022.0,17791.9,15965.1,7951,82.82,22481.0,3,0.33,0.134453781512605,17791.895833333332,1,0.8973240631972976,-0.3981865809736287,-1.9925853520665342,3.038231468664645
C10054,64,Low,Low,Beginner,2023-01-02,Canada,989,38224,2025-09-16 18:10:22.263379,102,2119223.82,20776.7,17317.66,9975,97.79,48107.0,3,0.67,0.1031344792719919,20776.704117647056,1,0.8335135031068456,0.19909329048681434,-0.21067705171305148,5.174885306618955
C10055,45,Low,Medium,Advanced,2023-06-16,UK,824,6328,2025-09-16 18:10:22.263379,103,2200258.0,21361.73,15715.32,10686,103.75,17647.2,7,0.29,0.125,21361.72815533981,0,0.7356763707808309,0.2986399357302215,0.13858246750290812,5.498763073128341
C10056,60,High,Low,Beginner,2025-11-22,USA,-66,37820,2025-09-16 18:10:22.264368,91,2177292.16,23926.29,15606.62,9936,109.19,37820.0,1,1.0,91.0,23926.287472527478,3,0.6522791456594399,-0.8959198071906646,1.6696099235316306,5.732299074639004
C10057,69,Low,Low,Advanced,2021-06-06,Canada,1564,43691,2025-09-16 18:10:22.264368,98,1940913.0,19805.23,17340.75,8680,88.57,72039.0,8,0.5,0.0626598465473145,19805.23469387755,1,0.8755641817843065,-0.19909329048681434,-0.7906390111556943,4.311044748233212
C10058,36,Low,High,Intermediate,2022-12-19,UK,1003,43535,2025-09-16 18:10:22.265365,95,2170108.73,22843.25,18187.68,10127,106.6,67411.0,6,0.83,0.0947158524426719,22843.249789473684,2,0.7961949372352883,-0.49773322621703586,1.023041320739203,5.635896582598376
C10059,58,Medium,High,Advanced,2021-04-27,USA,1604,22423,2025-09-16 18:10:22.266363,98,1759532.36,17954.41,12041.91,9304,94.94,59463.0,8,0.62,0.0610972568578553,17954.411836734696,1,0.6706937181450129,-0.19909329048681434,-1.8955678239606506,3.10234875117672
C10060,35,High,Very High,Beginner,2025-07-21,UK,58,27740,2025-09-16 18:10:22.266363,104,2089510.47,20091.45,17274.2,9710,93.37,27740.0,1,1.0,1.793103448275862,20091.44682692308,2,0.8597786620676955,0.3981865809736287,-0.6197673300624298,5.0053357198087935
C10061,24,Medium,Very High,Advanced,2024-02-05,Australia,590,43776,2025-09-16 18:10:22.266363,72,1485111.15,20626.54,16508.28,6580,91.39,43776.0,1,1.0,0.1220338983050847,20626.54375,2,0.8003416956988423,-2.787306066815401,-0.3003217013984839,2.305669560029921
C10062,28,Medium,Low,Beginner,2025-06-22,Canada,87,9620,2025-09-16 18:10:22.266363,124,2592583.83,20907.93,14780.52,12769,102.98,9620.0,1,1.0,1.4252873563218391,20907.934112903225,0,0.7069336849702481,2.389119485841772,-0.1323335023109519,7.151350676083719
C10063,35,Low,Low,Advanced,2023-06-23,Australia,817,31824,2025-09-16 18:10:22.267906,100,2146406.49,21464.06,17188.23,9534,95.34,72313.0,8,0.88,0.1223990208078335,21464.0649,2,0.8007911830287466,0.0,0.19967288440694692,5.339638584862803
C10064,26,High,Low,Intermediate,2021-12-14,Japan,1373,16803,2025-09-16 18:10:22.268943,105,2262285.11,21545.57,17399.32,10700,101.9,54485.0,11,0.55,0.0764748725418791,21545.572476190475,2,0.8075590481013034,0.49773322621703586,0.24833388198193002,5.850102145622358
C10065,49,Medium,Very High,Beginner,2021-08-26,Germany,1483,5163,2025-09-16 18:10:22.268943,114,2491723.75,21857.23,15961.06,11708,102.7,16778.0,4,0.75,0.0768712070128118,21857.22587719298,0,0.7302416637423864,1.3936530334077004,0.4343930956271211,6.7772140476097205
C10066,57,Low,Low,Advanced,2023-10-18,Germany,700,36829,2025-09-16 18:10:22.269942,101,2339584.51,23164.2,17839.76,10540,104.36,51632.0,5,0.8,0.1442857142857143,23164.20306930693,0,0.7701435836333652,0.09954664524340717,1.2146466105403462,6.33984732247103
C10067,66,Medium,Very High,Advanced,2023-05-07,Canada,864,27325,2025-09-16 18:10:22.269942,100,2035332.86,20353.33,13729.51,10351,103.51,40209.0,5,0.2,0.1157407407407407,20353.3286,1,0.6745584137829043,0.0,-0.4634264878965989,4.611234914928891
C10068,49,Low,Very High,Beginner,2022-08-12,Japan,1132,17919,2025-09-16 18:10:22.270938,98,1889172.88,19277.27,15465.56,9402,95.94,68887.0,10,0.7,0.0865724381625441,19277.274285714284,1,0.8022692009812592,-0.19909329048681434,-1.105828071144512,3.9525477529530004
C10069,43,Medium,Low,Advanced,2025-06-30,Germany,79,5000,2025-09-16 18:10:22.270938,118,2448752.35,20752.14,13858.04,12099,102.53,5000.0,1,1.0,1.4936708860759491,20752.138559322037,0,0.6677884786821986,1.791839614381329,-0.22533922936538459,6.4782245645100005
C10070,58,Low,High,Beginner,2021-06-22,Australia,1548,41271,2025-09-16 18:10:22.271947,99,2003449.46,20236.86,14676.29,9668,97.66,56757.0,8,0.5,0.063953488372093,20236.86323232323,1,0.725225652596302,-0.09954664524340717,-0.532958402846402,4.501963751986666
C10071,31,Low,Low,Advanced,2024-08-16,USA,397,27988,2025-09-16 18:10:22.271947,111,2474791.36,22295.42,16799.95,11319,101.97,47416.0,4,0.75,0.2795969773299748,22295.417657657657,2,0.753515744489227,1.095013097677479,0.6959899859152109,6.7645079079667125
C10072,42,Low,Very High,Beginner,2024-07-24,Canada,420,33005,2025-09-16 18:10:22.272938,107,2296183.11,21459.66,17073.67,10437,97.54,33005.0,1,1.0,0.2547619047619047,21459.65523364486,2,0.7956169855440393,0.6968265167038502,0.1970461099089712,5.9754783144701
C10073,63,Medium,High,Beginner,2020-12-27,UK,1725,11719,2025-09-16 18:10:22.272938,101,2460686.91,24363.24,16932.01,10307,102.05,49515.0,13,0.31,0.0585507246376811,24363.236732673267,0,0.6949818661228965,0.09954664524340717,1.9304665410066562,6.931053189971027
C10074,18,High,Medium,Beginner,2024-12-13,Australia,278,28239,2025-09-16 18:10:22.273934,109,2195303.15,20140.4,14200.5,11149,102.28,28435.0,2,0.5,0.3920863309352518,20140.39587155963,2,0.7050753708963079,0.8959198071906646,-0.5905444637724592,5.348854363435544
C10075,65,Low,High,Intermediate,2025-02-25,Germany,204,9353,2025-09-16 18:10:22.274939,97,2269124.31,23393.03,18629.8,9742,100.43,9353.0,1,1.0,0.4754901960784313,23393.034123711343,0,0.7963825122269326,-0.2986399357302215,1.3512567942611595,6.122675530241881
C10076,50,High,Very High,Intermediate,2022-02-04,Canada,1321,36550,2025-09-16 18:10:22.274939,87,1580741.43,18169.44,14841.9,7745,89.02,57544.0,9,0.22,0.0658591975775927,18169.44172413793,1,0.8168606187092172,-1.2941063881642934,-1.7671961602562123,2.3452065675970633
C10077,65,Medium,High,Advanced,2023-08-21,USA,758,24523,2025-09-16 18:10:22.275930,122,2478264.12,20313.64,15334.74,11973,98.14,41283.0,5,0.8,0.1609498680738786,20313.64032786885,0,0.7548986789172202,2.190026195354958,-0.4871211878567416,6.684486299693271
C10078,67,Low,Very High,Intermediate,2020-08-17,Japan,1857,9462,2025-09-16 18:10:22.275930,103,2143945.37,20815.0,14068.72,10357,100.55,69490.0,16,0.56,0.0554658050619278,20815.00359223301,0,0.6758933461446073,0.2986399357302215,-0.18781217369658904,5.1423944239446175
C10079,66,Low,High,Intermediate,2025-05-04,Japan,136,30454,2025-09-16 18:10:22.276931,104,2339427.13,22494.49,16582.3,11425,109.86,40991.0,4,0.25,0.7647058823529411,22494.491634615384,0,0.7371716362540337,0.3981865809736287,0.8148336221224523,6.216056961976788
C10080,34,Low,Low,Beginner,2024-03-08,Australia,558,14346,2025-09-16 18:10:22.277902,101,2387045.93,23634.12,19879.62,10190,100.89,14346.0,1,1.0,0.1810035842293906,23634.118118811883,0,0.8411406898162487,0.09954664524340717,1.4951861269240587,6.664248867163049
C10081,30,Low,Very High,Beginner,2025-02-24,Australia,205,40874,2025-09-16 18:10:22.277902,90,1697129.07,18856.99,14387.55,8663,96.26,40874.0,1,1.0,0.4390243902439024,18856.98966666667,1,0.7629823211445728,-0.9954664524340717,-1.3567327952374362,2.9498548161975915
C10082,36,High,Medium,Beginner,2022-06-18,Canada,1187,49620,2025-09-16 18:10:22.278977,89,1981753.82,22266.9,18074.96,9370,105.28,80795.0,10,0.6,0.0749789385004212,22266.896853932583,2,0.8117411943288019,-1.095013097677479,0.6789637112147031,4.781548637480105
C10083,57,High,High,Beginner,2024-02-12,Japan,583,22522,2025-09-16 18:10:22.279974,87,1609377.55,18498.59,15709.92,7497,86.17,39584.0,4,0.5,0.1492281303602058,18498.592528735637,1,0.8492495914553487,-1.2941063881642934,-1.5706955179815703,2.5564282153860756
C10084,62,Medium,Low,Intermediate,2022-12-18,Germany,1004,43425,2025-09-16 18:10:22.279974,110,2179995.59,19818.14,17082.53,10179,92.54,100273.0,13,0.54,0.1095617529880478,19818.141727272727,1,0.8619643417596202,0.9954664524340717,-0.7829318159809546,5.407958748041986
C10085,27,Medium,Low,Beginner,2021-05-30,Australia,1571,26284,2025-09-16 18:10:22.280971,107,2557853.71,23905.17,18211.18,10517,98.29,45160.0,6,0.17,0.0681094844048376,23905.174859813083,2,0.7618092655270806,0.6968265167038502,1.6570014059413498,7.291541697113927
C10086,38,Low,High,Intermediate,2023-04-10,Canada,891,23943,2025-09-16 18:10:22.280971,95,1970884.64,20746.15,17554.87,8680,91.37,25587.0,2,0.5,0.1066217732884399,20746.15410526316,2,0.8461748324387898,-0.49773322621703586,-0.2289152246478537,4.5267003937164745
C10087,27,Low,Low,Beginner,2025-05-31,USA,109,11005,2025-09-16 18:10:22.281968,123,2411335.83,19604.36,16230.47,11970,97.32,11005.0,1,1.0,1.128440366972477,19604.35634146341,0,0.8279010383404507,2.289572840598365,-0.9105572369302863,6.452965201963552
C10088,54,Low,Very High,Intermediate,2025-04-27,UK,143,43763,2025-09-16 18:10:22.281968,114,2293805.77,20121.1,16487.03,11304,99.16,43763.0,1,1.0,0.7972027972027972,20121.103245614035,1,0.819390092986964,1.3936530334077004,-0.6020664519113051,5.903025782857218
C10089,58,Low,Medium,Beginner,2023-01-30,UK,961,19166,2025-09-16 18:10:22.282966,89,1627858.6,18290.55,13184.94,8333,93.63,46304.0,7,0.71,0.0926118626430801,18290.546067415733,1,0.720860772366058,-1.095013097677479,-1.6948941921994543,2.507063224904307
C10090,57,Medium,Medium,Advanced,2022-06-22,UK,1183,6889,2025-09-16 18:10:22.282966,107,2309422.7,21583.39,18866.09,9608,89.79,38622.0,9,0.56,0.0904480135249366,21583.38971962617,0,0.8741022610442567,0.6968265167038502,0.2709122027804318,6.11606969546157
C10091,68,Low,Medium,Beginner,2024-05-16,Japan,489,34248,2025-09-16 18:10:22.283963,98,2356619.67,24047.14,17695.86,10838,110.59,45998.0,3,0.67,0.2004089979550102,24047.13948979592,0,0.735882104898961,-0.19909329048681434,1.7417566730953253,6.519065023810595
C10092,39,Low,High,Intermediate,2024-06-20,Australia,454,47776,2025-09-16 18:10:22.283963,94,1935684.47,20592.39,15013.78,9478,100.83,53137.0,4,0.5,0.2070484581497797,20592.387978723404,1,0.7290936117662885,-0.597279871460443,-0.3207090534679941,4.242085739748379
C10093,53,High,High,Advanced,2025-08-27,Australia,21,46225,2025-09-16 18:10:22.284960,95,2013337.57,21193.03,16065.84,8726,91.85,46225.0,1,1.0,4.523809523809524,21193.02705263158,1,0.758071875517564,-0.49773322621703586,0.037869545273735664,4.691589774863974
C10094,60,High,High,Intermediate,2021-12-08,Japan,1379,43131,2025-09-16 18:10:22.284960,99,2374932.66,23989.22,18989.27,10502,106.08,49066.0,3,0.67,0.0717911530094271,23989.218787878788,0,0.7915751324970132,-0.09954664524340717,1.707178768794712,6.63041292211529
C10095,41,Medium,Low,Beginner,2023-05-19,Australia,852,13859,2025-09-16 18:10:22.285959,93,1960717.28,21082.98,16055.31,9133,98.2,67779.0,11,0.73,0.1091549295774647,21082.981505376345,0,0.7615294422325497,-0.6968265167038502,-0.027829666885839356,4.4504272573454
C10096,48,Low,Medium,Intermediate,2023-10-14,Australia,704,24062,2025-09-16 18:10:22.286954,93,2087825.16,22449.73,16352.4,9594,103.16,27611.0,2,0.5,0.1321022727272727,22449.73290322581,0,0.728400742458818,-0.6968265167038502,0.7881121615475978,5.172815116363681
